Well;;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66;Sample X67;Sample X68;Sample X69;Sample X70;Sample X71;Sample X72;Sample X73;Sample X74;Sample X75;Sample X76;Sample X77;Sample X78;Sample X79;Sample X80;Sample X81;Sample X82;Sample X83;Sample X84;Sample X85;Sample X86;Sample X87;Sample X88
Blank corrected based on Raw Data (600);58,67;0,37;-0,015;0,033;0,327;-0,022;0,323;-0,029;0,03;0,402;0,035;-0,024;0,192;-0,027;-0,034;0,28;-0,015;0,186;-0,027;-0,036;0,281;-0,016;-0,031;-0,029;-0,036;-0,037;-0,036;-0,022;-0,028;-0,037;-0,035;-0,023;-0,014;-0,031;0,153;-0,034;-0,038;0,009;-0,027;0,152;-0,029;-0,035;0,012;-0,028;0,011;0,296;0,499;-0,019;0,702;0,587;0,405;0,143;-0,015;0,65;0,656;-0,031;0,145;-0,007;0,0006;0,341;0,012;0,159;-0,027;-0,008;0,379;0,025;-0,024;-0,025;-0,026;-0,036;-0,029;-0,022;-0,02;-0,023;-0,028;0,013;0,216;-0,021;0,285;0,3;1,184;1,078;0,83;0,289;0,395;1,215;0,85;0,868;0,0007
Blank corrected based on Raw Data (600);58,83;0,369;-0,017;0,032;0,326;-0,023;0,325;-0,031;0,029;0,424;0,159;0,06;0,188;-0,027;-0,035;0,275;-0,015;0,184;-0,028;-0,038;0,277;-0,017;-0,034;-0,03;-0,036;-0,04;-0,036;-0,023;-0,028;-0,038;-0,038;-0,023;-0,015;-0,035;0,266;-0,035;-0,038;0,0003875;-0,029;0,153;-0,03;-0,037;0,01;-0,029;-0,013;0,296;0,46;-0,02;0,691;0,59;0,407;0,148;-0,015;0,645;0,639;-0,032;0,143;-0,009;-0,002;0,338;0,009;0,156;-0,03;-0,01;0,376;0,023;-0,03;-0,027;-0,027;-0,038;-0,03;-0,025;-0,021;-0,025;-0,03;0,008;0,229;-0,023;0,324;0,294;1,17;1,065;0,833;0,286;0,392;1,219;0,846;0,869;0,0006875
Blank corrected based on Raw Data (600);59,00;0,353;-0,033;0,016;0,317;-0,038;0,309;-0,046;0,014;0,396;0,027;-0,043;0,174;-0,044;-0,051;0,263;-0,028;0,168;-0,045;-0,053;0,258;-0,033;-0,048;-0,046;-0,053;-0,055;-0,053;-0,039;-0,045;-0,054;-0,053;-0,039;-0,03;-0,046;0,132;-0,052;-0,054;-0,015;-0,045;0,136;-0,046;-0,053;-0,007;-0,045;-0,017;0,277;0,433;-0,036;0,679;0,576;0,391;0,135;-0,032;0,628;0,62;-0,048;0,128;-0,025;-0,018;0,323;-0,006;0,141;-0,045;-0,025;0,363;0,009;-0,043;-0,042;-0,043;-0,054;-0,046;-0,023;-0,038;-0,041;-0,045;-0,008;0,061;-0,039;0,528;0,28;1,166;1,051;0,807;0,275;0,376;1,198;0,836;0,849;-0,016
Blank corrected based on Raw Data (600);59,17;0,375;-0,01;0,038;0,342;-0,015;0,334;-0,023;0,036;0,434;0,045;-0,018;0,196;-0,022;-0,028;0,281;-0,004;0,19;-0,023;-0,031;0,282;-0,01;-0,025;-0,024;-0,032;-0,032;-0,031;-0,017;-0,021;-0,032;-0,031;-0,019;-0,008;-0,024;0,462;-0,029;-0,032;0,008;-0,022;0,158;-0,025;-0,031;0,016;-0,024;0,014;0,3;0,424;-0,014;0,716;0,603;0,416;0,159;-0,009;0,661;0,646;-0,027;0,15;-0,004;0,004;0,346;0,018;0,164;-0,023;-0,002;0,383;0,031;-0,019;-0,02;-0,021;-0,032;-0,024;-0,002;-0,015;-0,019;-0,023;0,015;0,213;-0,016;0,339;0,303;1,195;1,08;0,835;0,295;0,402;1,24;0,863;0,873;0,007
Blank corrected based on Raw Data (600);59,33;0,364;-0,01;0,037;0,342;-0,014;0,329;-0,025;0,034;0,437;0,105;-0,016;0,194;-0,024;-0,032;0,283;-0,002;0,187;-0,024;-0,033;0,285;-0,012;-0,025;-0,027;-0,033;-0,034;-0,031;-0,018;-0,023;-0,034;-0,032;-0,019;-0,008;-0,028;0,386;-0,029;-0,033;0,006;-0,022;0,157;-0,023;-0,031;0,019;-0,025;0,006;0,307;0,407;-0,015;0,735;0,604;0,431;0,181;-0,011;0,672;0,673;-0,028;0,147;-0,009;0,004;0,343;0,018;0,161;-0,026;-0,004;0,373;0,027;-0,021;-0,022;-0,027;-0,033;-0,026;-0,022;-0,02;-0,024;-0,023;0,022;0,164;-0,019;0,576;0,303;1,19;1,081;0,836;0,291;0,396;1,237;0,859;0,869;0,006
Blank corrected based on Raw Data (600);59,50;0,368;-0,018;0,032;0,334;-0,025;0,328;-0,03;0,029;0,44;0,046;-0,015;0,187;-0,029;-0,036;0,268;-0,011;0,182;-0,028;-0,039;0,276;-0,015;-0,033;-0,031;-0,038;-0,04;-0,038;-0,024;-0,03;-0,039;-0,038;-0,024;-0,014;-0,034;0,397;-0,036;-0,039;0,002;-0,03;0,149;-0,032;-0,038;0,01;-0,031;-0,012;0,291;0,364;-0,022;0,696;0,58;0,405;0,16;-0,017;0,647;0,629;-0,034;0,141;-0,01;-0,003;0,338;0,012;0,155;-0,029;-0,009;0,373;0,024;-0,032;-0,028;-0,029;-0,039;-0,03;-0,032;-0,022;-0,026;-0,03;0,007;0,149;-0,024;0,481;0,295;1,179;1,064;0,825;0,286;0,394;1,24;0,85;0,865;0,002
Blank corrected based on Raw Data (600);59,67;0,365;-0,02;0,031;0,344;-0,026;0,328;-0,032;0,028;0,432;0,047;-0,025;0,187;-0,032;-0,038;0,269;0,013;0,183;-0,03;-0,04;0,273;-0,016;-0,028;-0,032;-0,039;-0,041;-0,04;-0,022;-0,031;-0,04;-0,039;-0,025;-0,014;-0,029;0,402;-0,038;-0,04;0,0006875;-0,032;0,15;-0,034;-0,04;0,01;-0,032;0,009;0,291;0,423;-0,022;0,717;0,595;0,401;0,183;-0,017;0,652;0,669;-0,034;0,142;-0,012;-0,004;0,336;0,01;0,155;-0,032;-0,011;0,374;0,023;-0,026;-0,029;-0,032;-0,041;-0,032;-0,01;-0,022;-0,028;-0,031;0,006;0,146;-0,025;0,274;0,294;1,177;1,05;0,823;0,289;0,39;1,224;0,838;0,865;-0,001
Blank corrected based on Raw Data (600);59,83;0,349;-0,029;0,018;0,325;-0,036;0,315;-0,044;0,017;0,391;0,116;-0,035;0,173;-0,042;-0,05;0,264;0,01;0,167;-0,043;-0,052;0,26;-0,028;-0,044;-0,045;-0,052;-0,053;-0,051;-0,034;-0,04;-0,052;-0,051;-0,036;-0,026;-0,048;0,346;-0,05;-0,053;-0,011;-0,042;0,136;-0,042;-0,051;0,0007375;-0,043;-0,02;0,291;0,347;-0,033;0,717;0,568;0,41;0,166;-0,03;0,646;0,628;-0,047;0,127;-0,026;-0,014;0,324;0,0003375;0,142;-0,044;-0,022;0,357;0,011;-0,046;-0,04;-0,045;-0,052;-0,046;-0,018;-0,039;-0,042;-0,043;0,002;0,029;-0,036;0,31;0,284;1,162;1,054;0,809;0,268;0,375;1,22;0,846;1,028;-0,018
Blank corrected based on Raw Data (600);60,00;0,369;-0,014;0,038;0,347;-0,019;0,334;-0,026;0,034;0,433;0,081;-0,023;0,191;-0,023;-0,03;0,273;0,000425;0,187;-0,023;-0,032;0,278;-0,007;-0,029;-0,025;-0,033;-0,035;-0,032;-0,016;-0,024;-0,033;-0,033;-0,017;-0,007;-0,03;0,409;-0,032;-0,034;0,008;-0,025;0,155;-0,027;-0,033;0,018;-0,024;-0,008;0,295;0,418;-0,015;0,703;0,592;0,404;0,28;-0,01;0,652;0,634;-0,028;0,145;-0,005;0,004;0,342;0,017;0,158;-0,025;-0,004;0,382;0,031;-0,024;-0,022;-0,024;-0,034;-0,024;-0,003;-0,015;-0,02;-0,023;0,013;0,096;-0,019;0,529;0,3;1,199;1,074;0,83;0,29;0,398;1,248;0,857;0,869;0,002
Blank corrected based on Raw Data (600);60,17;0,365;-0,021;0,029;0,345;-0,027;0,328;-0,036;0,027;0,425;0,157;-0,019;0,183;-0,033;-0,04;0,268;-0,006;0,179;-0,034;-0,043;0,268;-0,014;-0,026;-0,035;-0,042;-0,043;-0,042;-0,024;-0,033;-0,042;-0,042;-0,027;-0,014;-0,032;0,381;-0,04;-0,043;-0,0008;-0,034;0,148;-0,036;-0,042;0,009;-0,034;-0,01;0,288;0,387;-0,024;0,716;0,584;0,396;0,17;-0,019;0,654;0,678;-0,034;0,138;-0,015;-0,005;0,336;0,009;0,151;-0,034;-0,012;0,372;0,023;-0,032;-0,03;-0,033;-0,043;-0,034;-0,024;-0,026;-0,03;-0,033;0,004;0,0005;-0,001;0,381;0,29;1,191;1,068;0,814;0,282;0,388;1,228;0,847;0,858;-0,004
Blank corrected based on Raw Data (600);60,33;0,351;-0,026;0,024;0,334;-0,031;0,318;-0,042;0,02;0,405;0,157;-0,036;0,176;-0,039;-0,047;0,265;-0,013;0,17;-0,04;-0,049;0,26;-0,022;-0,042;-0,042;-0,048;-0,05;-0,048;-0,031;-0,039;-0,049;-0,048;-0,033;-0,022;-0,042;0,305;-0,045;-0,048;-0,008;-0,04;0,14;-0,04;-0,048;0,006;-0,041;-0,015;0,289;0,422;-0,029;0,719;0,578;0,413;0,179;-0,026;0,65;0,619;-0,043;0,13;-0,024;-0,01;0,326;0,005;0,143;-0,041;-0,019;0,358;0,016;-0,038;-0,037;-0,041;-0,049;-0,041;-0,035;-0,037;-0,039;-0,039;-0,003;0,154;-0,033;0,261;0,288;1,187;1,066;0,831;0,268;0,38;1,23;0,855;0,85;-0,021
Blank corrected based on Raw Data (600);60,50;0,372;-0,014;0,037;0,355;-0,018;0,334;-0,026;0,035;0,429;0,135;-0,024;0,189;-0,025;-0,032;0,275;-0,002;0,185;-0,024;-0,034;0,276;-0,005;-0,03;-0,027;-0,035;-0,035;-0,034;-0,016;-0,025;-0,035;-0,035;-0,022;-0,006;-0,029;0,368;-0,034;-0,035;0,01;-0,026;0,153;-0,028;-0,035;0,017;-0,027;-0,003;0,293;0,445;-0,016;0,695;0,584;0,399;0,187;-0,011;0,646;0,633;-0,03;0,142;-0,006;0,004;0,339;0,017;0,156;-0,027;-0,006;0,379;0,03;-0,031;-0,023;-0,026;-0,036;-0,027;-0,019;-0,018;-0,023;-0,026;0,011;0,036;-0,017;0,274;0,298;1,188;1,063;0,828;0,285;0,394;1,236;0,861;0,864;-0,003
Blank corrected based on Raw Data (600);60,67;0,367;-0,022;0,03;0,344;-0,026;0,327;-0,034;0,026;0,449;0,065;-0,003;0,182;-0,033;-0,04;0,265;-0,005;0,177;-0,032;-0,043;0,267;-0,012;-0,032;-0,035;-0,042;-0,044;-0,041;-0,024;-0,033;-0,042;-0,042;-0,029;-0,015;-0,037;0,351;-0,04;-0,044;0,002;-0,034;0,146;-0,034;-0,042;0,011;-0,035;-0,019;0,287;0,359;-0,024;0,701;0,572;0,395;0,178;-0,019;0,639;0,635;-0,038;0,136;-0,014;-0,005;0,334;0,01;0,148;-0,034;-0,012;0,369;0,023;-0,032;-0,032;-0,033;-0,043;-0,034;-0,026;-0,026;-0,03;-0,034;0,005;0,116;-0,029;0,295;0,29;1,191;1,064;0,816;0,277;0,39;1,257;0,859;0,862;-0,008
Blank corrected based on Raw Data (600);60,83;0,374;-0,007;0,044;0,362;-0,008;0,338;-0,022;0,041;0,437;0,085;-0,02;0,194;-0,013;-0,03;0,283;0,014;0,188;-0,02;-0,029;0,281;-0,0003875;-0,025;-0,023;-0,029;-0,031;-0,028;-0,011;-0,019;-0,03;-0,03;-0,015;-0,0009875;-0,025;0,286;-0,027;-0,03;0,014;-0,019;0,157;-0,02;-0,028;0,027;-0,022;0,023;0,312;0,525;-0,011;0,737;0,592;0,43;0,234;-0,008;0,668;0,643;-0,024;0,148;-0,004;0,009;0,345;0,025;0,164;-0,022;0,0008125;0,376;0,035;-0,017;-0,019;-0,023;-0,029;-0,023;0,007;-0,017;-0,02;-0,021;0,018;0,094;-0,004;0,274;0,306;1,219;1,083;0,845;0,288;0,4;1,268;0,876;0,89;-0,004
Blank corrected based on Raw Data (600);61,00;0,367;-0,011;0,039;0,361;-0,012;0,336;-0,026;0,037;0,436;0,098;-0,02;0,188;0,016;-0,033;0,274;0,011;0,182;-0,026;-0,034;0,273;-0,003;-0,027;-0,027;-0,034;-0,035;-0,033;-0,014;-0,023;-0,034;-0,033;-0,019;-0,005;-0,029;0,273;-0,031;-0,033;0,009;-0,023;0,154;-0,023;-0,032;0,022;-0,027;0,012;0,3;0,458;-0,014;0,73;0,584;0,42;0,214;-0,01;0,668;0,64;-0,029;0,143;-0,008;0,006;0,34;0,022;0,159;-0,027;-0,003;0,371;0,032;-0,025;-0,022;-0,027;-0,034;-0,027;-0,0000375;-0,022;-0,025;-0,025;0,013;0,005;-0,02;0,455;0,299;1,189;1,066;0,826;0,284;0,393;1,23;0,861;0,862;-0,011
Blank corrected based on Raw Data (600);61,17;0,366;-0,018;0,031;0,357;-0,021;0,331;-0,034;0,029;0,423;0,079;-0,032;0,181;-0,031;-0,041;0,269;0,006;0,176;-0,033;-0,041;0,262;-0,009;-0,037;-0,034;-0,042;-0,043;-0,04;-0,022;-0,031;-0,042;-0,041;-0,026;-0,011;-0,037;0,27;-0,038;-0,041;0,002;-0,031;0,144;-0,032;-0,041;0,017;-0,033;-0,013;0,297;0,362;-0,022;0,719;0,583;0,412;0,474;-0,018;0,654;0,615;-0,037;0,134;-0,018;-0,002;0,334;0,014;0,15;-0,034;-0,01;0,364;0,025;-0,035;-0,03;-0,036;-0,041;-0,034;-0,002;-0,029;-0,031;-0,032;0,006;0,069;-0,014;0,261;0,296;1,2;1,065;0,819;0,275;0,385;1,248;0,867;0,854;-0,021
Blank corrected based on Raw Data (600);61,33;0,378;-0,004;0,047;0,372;-0,005;0,346;-0,019;0,044;0,438;0,096;0,031;0,196;-0,016;-0,025;0,285;0,025;0,189;-0,017;-0,026;0,28;0,007;-0,021;-0,019;-0,027;-0,028;-0,026;-0,006;-0,016;-0,026;-0,027;-0,012;0,004;-0,022;0,292;-0,024;-0,027;0,017;-0,016;0,16;-0,017;-0,026;0,031;-0,019;0,017;0,31;0,392;-0,007;0,731;0,59;0,428;0,233;-0,004;0,669;0,635;-0,022;0,148;-0,001;0,013;0,347;0,029;0,165;-0,019;0,004;0,379;0,042;-0,019;-0,016;-0,021;-0,026;-0,021;0,012;-0,015;-0,017;-0,017;0,02;0,002;-0,011;0,44;0,31;1,195;1,068;0,834;0,288;0,401;1,271;0,882;0,882;-0,005
Blank corrected based on Raw Data (600);61,50;0,367;-0,027;0,025;0,352;-0,028;0,329;-0,04;0,024;0,456;0,079;-0,04;0,174;-0,038;-0,045;0,256;-0,005;0,172;-0,038;-0,048;0,26;-0,012;-0,043;-0,039;-0,047;-0,049;-0,048;-0,026;-0,038;-0,048;-0,046;-0,032;-0,015;-0,044;0,321;-0,046;-0,048;-0,001;-0,039;0,14;-0,039;-0,047;0,009;-0,04;-0,011;0,275;0,42;-0,028;0,676;0,574;0,378;0,198;-0,022;0,632;0,608;-0,042;0,128;-0,02;-0,007;0,326;0,007;0,143;-0,039;-0,017;0,365;0,023;-0,036;-0,036;-0,039;-0,048;-0,04;-0,009;-0,031;-0,035;-0,039;0,003;-0,007;-0,033;0,304;0,286;1,175;1,051;0,81;0,271;0,382;1,256;0,855;0,851;-0,024
Blank corrected based on Raw Data (600);61,67;0,375;-0,01;0,042;0,368;-0,011;0,339;-0,024;0,039;0,485;0,098;-0,022;0,189;-0,022;-0,031;0,276;0,024;0,184;-0,023;-0,032;0,271;0,003;-0,027;-0,025;-0,032;-0,033;-0,031;-0,01;-0,021;-0,031;-0,031;-0,015;0,000975;-0,029;0,268;-0,029;-0,032;0,015;-0,022;0,153;-0,022;-0,031;0,027;-0,023;-0,004;0,304;0,41;-0,011;0,733;0,582;0,421;0,237;-0,008;0,661;0,62;-0,028;0,143;-0,005;0,009;0,343;0,026;0,157;-0,025;-0,000125;0,374;0,036;-0,027;-0,02;-0,025;-0,032;-0,025;0,008;-0,019;-0,022;-0,022;0,015;0,022;-0,016;0,27;0,303;1,205;1,065;0,824;0,283;0,394;1,253;0,878;0,862;-0,008
Blank corrected based on Raw Data (600);61,83;0,366;-0,026;0,028;0,358;-0,026;0,33;-0,039;0,024;0,462;0,088;-0,03;0,175;-0,036;-0,045;0,258;0,0002875;0,169;-0,037;-0,047;0,257;-0,009;-0,036;-0,039;-0,047;-0,048;-0,046;-0,025;-0,037;-0,047;-0,048;-0,033;-0,015;-0,039;0,308;-0,044;-0,048;0,001;-0,037;0,139;-0,037;-0,047;0,011;-0,038;-0,022;0,277;0,406;-0,027;0,691;0,569;0,381;0,204;-0,022;0,641;0,632;-0,041;0,128;-0,019;-0,008;0,327;0,009;0,142;-0,039;-0,015;0,362;0,023;-0,036;-0,036;-0,039;-0,048;-0,038;-0,01;-0,03;-0,035;-0,037;0,0004875;0,081;-0,029;0,307;0,283;1,183;1,047;0,816;0,271;0,383;1,26;0,857;0,859;-0,023
Blank corrected based on Raw Data (600);62,00;0,365;-0,021;0,03;0,36;-0,021;0,331;-0,036;0,029;0,441;0,095;-0,009;0,177;-0,033;-0,043;0,26;0,013;0,172;-0,035;-0,044;0,263;-0,006;-0,038;-0,036;-0,044;-0,045;-0,043;-0,02;-0,033;-0,044;-0,044;-0,029;-0,009;-0,036;0,246;-0,04;-0,044;0,005;-0,033;0,141;-0,032;-0,042;0,017;-0,036;0,008;0,291;0,364;-0,023;0,719;0,572;0,407;0,234;-0,02;0,654;0,615;-0,039;0,132;-0,019;-0,005;0,33;0,014;0,146;-0,036;-0,012;0,362;0,026;-0,028;-0,032;-0,037;-0,044;-0,036;-0,005;-0,031;-0,034;-0,034;0,004;-0,004;-0,029;0,395;0,292;1,188;1,052;0,824;0,273;0,383;1,275;0,869;0,857;-0,023
Blank corrected based on Raw Data (600);62,17;0,356;-0,037;0,018;0,348;-0,038;0,319;-0,049;0,014;0,469;0,088;-0,049;0,165;-0,046;-0,054;0,247;-0,006;0,159;-0,046;-0,056;0,244;-0,015;-0,052;-0,049;-0,056;-0,058;-0,056;-0,035;-0,047;-0,057;-0,057;-0,042;-0,02;-0,053;0,302;-0,054;-0,058;-0,006;-0,048;0,127;-0,049;-0,056;0,004;-0,049;-0,026;0,268;0,391;-0,036;0,676;0,556;0,373;0,205;-0,033;0,628;0,602;-0,052;0,117;-0,029;-0,018;0,317;0,002;0,133;-0,048;-0,025;0,355;0,016;-0,048;-0,047;-0,049;-0,056;-0,047;-0,019;-0,039;-0,045;-0,048;-0,009;0,092;-0,043;0,555;0,275;1,169;1,031;0,84;0,257;0,373;1,235;0,849;0,835;-0,035
Blank corrected based on Raw Data (600);62,33;0,376;-0,018;0,036;0,371;-0,014;0,34;-0,03;0,033;0,489;0,109;-0,032;0,183;-0,028;-0,037;0,269;0,012;0,178;-0,028;-0,04;0,265;0,004;-0,03;-0,031;-0,039;-0,04;-0,038;-0,016;-0,029;-0,038;-0,04;-0,023;-0,004;-0,031;0,312;-0,037;-0,039;0,012;-0,03;0,147;-0,029;-0,038;0,021;-0,031;0,0009875;0,284;0,468;-0,018;0,706;0,583;0,389;0,23;-0,014;0,659;0,629;-0,034;0,138;-0,01;0,002;0,335;0,02;0,151;-0,031;-0,007;0,373;0,034;-0,026;-0,026;-0,029;-0,039;-0,03;0,0005875;-0,023;-0,027;-0,03;0,01;-0,022;-0,005;0,38;0,294;1,189;1,047;0,838;0,28;0,391;1,266;0,869;0,858;-0,018
Blank corrected based on Raw Data (600);62,50;0,37;-0,026;0,03;0,364;-0,023;0,333;-0,037;0,028;0,456;0,104;-0,034;0,175;-0,035;-0,043;0,258;0,006;0,171;-0,035;-0,045;0,257;-0,000175;-0,04;-0,037;-0,046;-0,046;-0,044;-0,022;-0,036;-0,046;-0,045;-0,03;-0,01;-0,041;0,303;-0,043;-0,046;0,006;-0,036;0,139;-0,036;-0,046;0,014;-0,038;-0,014;0,277;0,396;-0,025;0,686;0,569;0,38;0,228;-0,019;0,638;0,597;-0,04;0,129;-0,017;-0,005;0,328;0,02;0,143;-0,036;-0,014;0,367;0,027;-0,04;-0,035;-0,037;-0,046;-0,036;-0,007;-0,028;-0,033;-0,036;0,01;-0,025;-0,03;0,247;0,283;1,173;1,047;0,815;0,272;0,383;1,245;0,857;0,846;-0,025
Blank corrected based on Raw Data (600);62,67;0,372;-0,016;0,036;0,371;-0,013;0,334;-0,032;0,033;0,509;0,113;-0,032;0,181;-0,028;-0,039;0,268;0,021;0,176;-0,031;-0,04;0,262;0,005;-0,035;-0,032;-0,04;-0,042;-0,039;-0,014;-0,029;-0,04;-0,04;-0,024;-0,002;-0,032;0,235;-0,038;-0,04;0,011;-0,03;0,144;-0,027;-0,038;0,025;-0,032;-0,003;0,295;0,512;-0,019;0,724;0,577;0,407;0,258;-0,016;0,65;0,621;-0,036;0,135;-0,014;0,002;0,333;0,039;0,15;-0,033;-0,007;0,365;0,033;-0,031;-0,029;-0,034;-0,039;-0,033;0,002;-0,027;-0,03;-0,031;0,009;-0,004;0,022;0,249;0,295;1,186;1,053;0,822;0,275;0,386;1,255;0,871;0,863;-0,019
Blank corrected based on Raw Data (600);62,83;0,377;-0,012;0,041;0,377;-0,009;0,344;-0,027;0,039;0,523;0,121;-0,023;0,184;-0,024;-0,033;0,269;0,031;0,181;-0,026;-0,034;0,263;0,012;-0,031;-0,027;-0,035;-0,036;-0,034;-0,009;-0,023;-0,035;-0,033;-0,019;0,005;-0,027;0,244;-0,03;-0,034;0,018;-0,024;0,15;-0,023;-0,033;0,031;-0,027;-0,006;0,299;0,378;-0,013;0,735;0,581;0,414;0,271;-0,009;0,657;0,611;-0,029;0,139;-0,008;0,008;0,338;0,043;0,155;-0,027;-0,002;0,371;0,039;-0,028;-0,024;-0,03;-0,035;-0,027;-0,007;-0,021;-0,025;-0,025;0,015;0,033;-0,02;0,277;0,298;1,205;1,057;0,829;0,277;0,39;1,27;0,876;0,861;-0,013
Blank corrected based on Raw Data (600);63,00;0,377;-0,011;0,041;0,377;-0,007;0,342;-0,025;0,04;0,487;0,123;-0,016;0,185;-0,022;-0,032;0,271;0,032;0,18;-0,025;-0,033;0,269;0,017;-0,023;-0,026;-0,033;-0,035;-0,032;-0,007;-0,022;-0,034;-0,033;-0,018;0,005;-0,028;0,235;-0,031;-0,035;0,018;-0,021;0,15;-0,021;-0,031;0,031;-0,027;-0,002;0,296;0,468;-0,013;0,721;0,576;0,412;0,282;-0,009;0,65;0,599;-0,029;0,139;-0,009;0,008;0,339;0,044;0,154;-0,026;0,00025;0,369;0,04;-0,024;-0,022;-0,028;-0,034;-0,026;0,001;-0,021;-0,024;-0,024;0,016;0,023;-0,018;0,406;0,298;1,192;1,043;0,846;0,274;0,391;1,276;0,874;0,856;-0,012
Blank corrected based on Raw Data (600);63,17;0,377;-0,019;0,038;0,379;-0,014;0,341;-0,03;0,035;0,458;0,124;0,026;0,181;-0,025;-0,037;0,262;0,022;0,176;-0,029;-0,039;0,261;0,013;-0,03;-0,031;-0,038;-0,039;-0,037;-0,012;-0,029;-0,039;-0,038;-0,023;0,002;-0,031;0,297;-0,035;-0,04;0,016;-0,03;0,144;-0,028;-0,038;0,026;-0,031;-0,004;0,281;0,459;-0,017;0,694;0,575;0,384;0,299;-0,013;0,64;0,592;-0,034;0,134;-0,01;0,003;0,333;0,036;0,148;-0,03;-0,005;0,369;0,036;-0,025;-0,028;-0,031;-0,039;-0,03;-0,001;-0,023;-0,026;-0,03;0,01;0,079;-0,025;0,251;0,293;1,193;1,043;0,823;0,275;0,39;1,271;0,875;0,853;-0,017
Blank corrected based on Raw Data (600);63,33;0,364;-0,027;0,029;0,368;-0,022;0,331;-0,039;0,027;0,45;0,119;-0,04;0,17;-0,036;-0,045;0,248;0,012;0,168;-0,037;-0,048;0,253;0,01;-0,044;-0,04;-0,048;-0,049;-0,046;-0,021;-0,038;-0,048;-0,048;-0,032;-0,007;-0,044;0,281;-0,045;-0,049;0,008;-0,038;0,134;-0,037;-0,047;0,017;-0,041;-0,016;0,272;0,377;-0,026;0,681;0,564;0,374;0,473;-0,022;0,628;0,573;-0,043;0,124;-0,019;-0,007;0,325;0,029;0,139;-0,039;-0,014;0,363;0,03;-0,038;-0,036;-0,04;-0,048;-0,038;-0,012;-0,032;-0,035;-0,038;0,001;0,0007125;-0,033;0,456;0,282;1,186;1,034;0,814;0,264;0,381;1,255;0,859;0,85;-0,025
Blank corrected based on Raw Data (600);63,50;0,365;-0,028;0,028;0,371;-0,024;0,335;-0,039;0,025;0,479;0,124;-0,035;0,17;-0,037;-0,044;0,253;0,016;0,168;-0,037;-0,048;0,253;0,007;-0,041;-0,04;-0,047;-0,049;-0,047;-0,018;-0,038;-0,048;-0,048;-0,032;-0,004;-0,041;0,285;-0,046;-0,048;0,009;-0,037;0,136;-0,037;-0,046;0,018;-0,04;-0,01;0,271;0,455;-0,026;0,69;0,571;0,374;0,338;-0,022;0,642;0,631;-0,041;0,124;-0,019;-0,005;0,324;0,027;0,141;-0,039;-0,014;0,363;0,031;-0,036;-0,036;-0,041;-0,048;-0,039;-0,01;-0,031;-0,036;-0,039;0,002;0,058;-0,033;0,333;0,283;1,198;1,041;0,818;0,264;0,382;1,276;0,866;0,849;-0,022
Blank corrected based on Raw Data (600);63,67;0,374;-0,017;0,04;0,382;-0,012;0,349;-0,028;0,037;0,48;0,134;-0,029;0,18;-0,025;-0,035;0,264;0,027;0,18;-0,026;-0,037;0,263;0,02;-0,03;-0,029;-0,037;-0,039;-0,036;-0,006;-0,027;-0,037;-0,036;-0,021;0,008;-0,032;0,281;-0,035;-0,037;0,02;-0,026;0,147;-0,025;-0,037;0,03;-0,029;0,002;0,283;0,439;-0,015;0,698;0,583;0,385;0,275;-0,01;0,645;0,602;-0,032;0,134;-0,008;0,007;0,337;0,039;0,151;-0,028;-0,003;0,375;0,042;0,076;-0,025;-0,029;-0,036;-0,028;0,005;-0,02;-0,025;-0,026;0,013;0,034;0,015;0,415;0,292;1,191;1,059;0,829;0,273;0,391;1,277;0,875;0,858;-0,014
