Well;;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66;Sample X67;Sample X68;Sample X69;Sample X70;Sample X71;Sample X72;Sample X73;Sample X74;Sample X75;Sample X76;Sample X77;Sample X78;Sample X79;Sample X80;Sample X81;Sample X82;Sample X83;Sample X84;Sample X85;Sample X86;Sample X87;Sample X88
Blank corrected based on Raw Data (600);40,83;0,273;0,004;0,016;0,132;-0,012;0,228;-0,013;0,018;0,194;-0,015;-0,016;0,227;-0,016;-0,021;0,36;-0,022;0,216;-0,013;-0,021;0,345;-0,018;-0,017;-0,016;-0,02;-0,022;-0,021;-0,021;-0,011;-0,021;-0,021;-0,005;-0,02;-0,018;0,227;-0,019;-0,022;-0,009;-0,019;0,216;-0,018;-0,02;-0,000375;-0,018;0,009;0,412;0,052;-0,014;0,791;0,051;0,616;0,037;-0,013;0,72;0,066;-0,014;0,189;0,006;-0,004;0,259;-0,004;0,195;-0,013;-0,009;0,258;-0,006;-0,01;-0,008;-0,015;-0,023;-0,015;-0,019;-0,008;-0,012;-0,013;0,012;0,066;-0,009;0,355;0,317;1,091;0,844;0,29;0,376;0,418;0,999;0,875;0,144;-0,005
Blank corrected based on Raw Data (600);41,00;0,276;0,005;0,016;0,131;-0,012;0,231;-0,014;0,017;0,197;-0,013;-0,014;0,226;-0,015;-0,019;0,362;-0,022;0,217;-0,013;-0,021;0,343;-0,019;-0,016;-0,016;-0,02;-0,023;-0,02;-0,022;-0,011;-0,02;-0,021;-0,005;-0,018;-0,018;0,225;-0,017;-0,021;-0,009;-0,018;0,216;-0,017;-0,019;0,0004875;-0,018;0,009;0,408;0,061;-0,013;0,783;0,055;0,609;0,04;-0,011;0,712;0,07;-0,014;0,188;0,006;-0,004;0,263;-0,004;0,196;-0,013;-0,008;0,263;-0,005;-0,011;-0,009;-0,016;-0,021;-0,014;-0,02;-0,008;-0,011;-0,013;0,017;0,075;-0,006;0,357;0,317;1,089;0,833;0,263;0,38;0,417;0,99;0,866;0,181;-0,001
Blank corrected based on Raw Data (600);41,17;0,279;0,001;0,017;0,13;-0,013;0,231;-0,014;0,017;0,214;-0,012;-0,013;0,226;-0,015;-0,02;0,358;-0,021;0,219;-0,013;-0,022;0,347;-0,018;-0,017;-0,017;-0,021;-0,023;-0,021;-0,022;-0,012;-0,021;-0,02;-0,006;-0,019;-0,018;0,226;-0,019;-0,022;-0,007;-0,018;0,217;-0,017;-0,021;-0,001;-0,017;0,015;0,404;0,047;-0,015;0,765;0,06;0,575;0,039;-0,012;0,706;0,069;-0,013;0,187;0,008;-0,004;0,263;-0,006;0,194;-0,013;-0,01;0,274;-0,006;-0,015;-0,009;-0,015;-0,021;-0,015;-0,022;-0,006;-0,008;-0,013;0,012;0,043;-0,009;0,36;0,312;1,111;0,817;0,286;0,38;0,422;1,026;0,856;0,179;-0,004
Blank corrected based on Raw Data (600);41,33;0,281;0,0004875;0,016;0,138;-0,013;0,235;-0,015;0,016;0,209;-0,006;-0,016;0,227;-0,017;-0,02;0,359;-0,021;0,218;-0,014;-0,023;0,35;-0,02;-0,017;-0,017;-0,021;-0,024;-0,023;-0,023;-0,014;-0,022;-0,021;-0,007;-0,02;-0,018;0,227;-0,02;-0,023;-0,007;-0,019;0,218;-0,018;-0,022;-0,002;-0,018;0,001;0,4;0,045;-0,015;0,769;0,064;0,578;0,036;-0,013;0,709;0,071;-0,015;0,191;0,008;-0,005;0,266;-0,006;0,194;-0,014;-0,01;0,277;-0,007;-0,014;-0,011;-0,017;-0,023;-0,015;-0,02;-0,006;-0,009;-0,014;0,011;0,285;-0,01;0,362;0,313;1,114;0,818;0,27;0,384;0,423;1,034;0,857;0,172;-0,01
Blank corrected based on Raw Data (600);41,50;0,281;0,002;0,016;0,138;-0,012;0,233;-0,014;0,016;0,204;-0,013;-0,014;0,227;-0,016;-0,021;0,361;-0,02;0,216;-0,013;-0,023;0,344;-0,019;-0,017;-0,018;-0,021;-0,024;-0,022;-0,022;-0,012;-0,021;-0,021;-0,007;-0,02;-0,018;0,222;-0,019;-0,022;-0,009;-0,018;0,216;-0,017;-0,02;-0,0003;-0,018;0,01;0,401;0,054;-0,015;0,796;0,069;0,608;0,034;-0,012;0,718;0,082;-0,015;0,188;0,004;-0,004;0,276;-0,006;0,194;-0,014;-0,009;0,277;-0,006;-0,014;-0,01;-0,016;-0,022;-0,016;-0,02;-0,008;-0,012;-0,014;0,013;0,172;-0,007;0,357;0,313;1,118;0,82;0,292;0,378;0,417;1,029;0,855;0,218;-0,006
Blank corrected based on Raw Data (600);41,67;0,282;0,0008875;0,017;0,134;-0,012;0,237;-0,014;0,018;0,218;-0,013;-0,012;0,228;-0,017;-0,019;0,355;-0,021;0,219;-0,012;-0,022;0,345;-0,018;-0,015;-0,016;-0,021;-0,022;-0,02;-0,022;-0,012;-0,02;-0,021;-0,006;-0,018;-0,016;0,222;-0,018;-0,022;-0,006;-0,019;0,214;-0,017;-0,02;-0,002;-0,015;0,019;0,399;0,046;-0,014;0,763;0,083;0,575;0,038;-0,011;0,709;0,103;-0,013;0,187;0,009;-0,004;0,28;-0,005;0,195;-0,012;-0,008;0,288;-0,004;-0,01;-0,007;-0,014;-0,021;-0,013;-0,014;-0,004;-0,007;-0,012;0,013;0,012;-0,004;0,365;0,312;1,125;0,817;0,315;0,382;0,421;1,035;0,843;0,332;-0,004
Blank corrected based on Raw Data (600);41,83;0,284;0,004;0,017;0,142;-0,012;0,236;-0,014;0,017;0,209;-0,01;-0,014;0,227;-0,016;-0,022;0,357;-0,02;0,215;-0,013;-0,022;0,344;-0,019;-0,016;-0,018;-0,021;-0,023;-0,021;-0,022;-0,011;-0,021;-0,021;-0,006;-0,019;-0,017;0,221;-0,019;-0,022;-0,008;-0,019;0,211;-0,02;-0,02;0,00015;-0,018;0,006;0,399;0,054;-0,014;0,785;0,103;0,606;0,037;-0,012;0,715;0,098;-0,013;0,187;0,004;-0,003;0,287;-0,005;0,192;-0,012;-0,009;0,285;0,049;-0,009;-0,01;-0,016;-0,022;-0,016;-0,02;-0,008;-0,011;-0,013;0,012;0,3;-0,009;0,359;0,316;1,116;0,819;0,325;0,376;0,417;1,015;0,841;0,218;-0,006
Blank corrected based on Raw Data (600);42,00;0,287;0,001;0,019;0,143;-0,011;0,242;-0,014;0,018;0,218;-0,005;-0,011;0,226;-0,015;-0,019;0,357;-0,02;0,218;-0,012;-0,021;0,345;-0,017;-0,012;-0,014;-0,019;-0,022;-0,02;-0,02;-0,01;-0,02;-0,02;-0,005;-0,017;-0,013;0,221;-0,018;-0,021;-0,005;-0,018;0,212;-0,018;-0,021;-0,0008875;-0,016;0,004;0,393;0,064;-0,014;0,767;0,084;0,569;0,037;-0,011;0,71;0,099;-0,013;0,188;0,008;-0,003;0,292;-0,004;0,194;-0,011;-0,008;0,298;-0,002;-0,014;-0,009;-0,014;-0,021;-0,012;-0,019;-0,004;-0,007;-0,012;0,013;0,129;-0,008;0,361;0,312;1,131;0,812;0,37;0,376;0,424;1,035;0,834;0,261;-0,003
Blank corrected based on Raw Data (600);42,17;0,287;-0,002;0,017;0,148;-0,014;0,238;-0,017;0,017;0,206;-0,006;-0,015;0,225;-0,014;-0,02;0,363;-0,022;0,213;-0,016;-0,022;0,347;-0,019;-0,017;-0,017;-0,021;-0,023;-0,021;-0,021;-0,012;-0,022;-0,021;-0,015;-0,018;-0,018;0,218;-0,019;-0,021;-0,006;-0,02;0,211;-0,019;-0,021;-0,000625;-0,016;0,025;0,367;0,031;-0,014;0,796;0,085;0,597;0,047;-0,01;0,712;0,109;-0,015;0,189;0,003;-0,005;0,301;-0,001;0,195;-0,014;-0,007;0,292;-0,005;-0,012;-0,011;-0,017;-0,023;-0,015;-0,019;-0,008;-0,014;-0,015;0,017;0,106;-0,008;0,354;0,32;1,12;0,809;0,357;0,376;0,419;1,01;0,846;0,232;-0,006
Blank corrected based on Raw Data (600);42,33;0,291;0,004;0,019;0,146;-0,012;0,241;-0,015;0,018;0,218;-0,01;-0,015;0,225;-0,015;-0,02;0,357;-0,021;0,215;-0,013;-0,021;0,343;-0,018;-0,017;-0,015;-0,021;-0,023;-0,021;-0,021;-0,01;-0,02;-0,021;-0,006;-0,018;-0,017;0,217;-0,017;-0,02;-0,008;-0,017;0,211;-0,018;-0,019;0,002;-0,016;0,006;0,392;0,061;-0,014;0,789;0,089;0,594;0,041;-0,011;0,71;0,122;-0,013;0,188;0,006;-0,003;0,312;-0,003;0,196;-0,013;-0,007;0,303;-0,004;-0,016;-0,009;-0,017;-0,022;-0,015;-0,019;-0,008;-0,012;-0,012;0,014;0,029;-0,009;0,354;0,316;1,12;0,809;0,343;0,376;0,418;1,033;0,836;0,264;-0,005
Blank corrected based on Raw Data (600);42,50;0,29;0,005;0,02;0,151;-0,01;0,242;-0,014;0,019;0,222;-0,013;-0,015;0,226;-0,015;-0,02;0,356;-0,021;0,215;-0,014;-0,022;0,341;-0,018;-0,016;-0,016;-0,021;-0,022;-0,02;-0,021;-0,011;-0,021;-0,021;-0,005;-0,018;-0,017;0,215;-0,018;-0,021;-0,008;-0,019;0,21;-0,017;-0,019;0,002;-0,015;0,014;0,393;0,07;-0,014;0,786;0,091;0,602;0,033;-0,012;0,719;0,122;-0,013;0,188;0,009;-0,002;0,321;-0,002;0,193;-0,013;-0,007;0,308;-0,002;0,007;-0,009;-0,016;-0,021;-0,014;-0,019;-0,007;-0,01;-0,012;0,013;0,061;-0,008;0,352;0,317;1,112;0,821;0,431;0,373;0,413;1,026;0,814;0,328;-0,0006
Blank corrected based on Raw Data (600);42,67;0,291;0,004;0,019;0,157;-0,012;0,242;-0,015;0,019;0,22;0,004;-0,014;0,224;-0,017;-0,021;0,353;-0,021;0,214;-0,014;-0,022;0,341;-0,019;-0,016;-0,017;-0,022;-0,023;-0,021;-0,021;-0,011;-0,022;-0,022;-0,006;-0,018;-0,015;0,215;-0,019;-0,021;-0,008;-0,019;0,208;-0,018;-0,02;0,000325;-0,016;0,01;0,391;0,065;-0,014;0,792;0,093;0,598;0,037;-0,012;0,719;0,135;-0,014;0,186;0,006;-0,003;0,33;-0,003;0,194;-0,013;-0,008;0,313;-0,005;-0,011;-0,011;-0,018;-0,022;-0,015;-0,015;-0,009;-0,012;-0,013;0,013;0,047;-0,009;0,353;0,314;1,122;0,81;0,38;0,374;0,417;1,024;0,819;0,301;-0,006
Blank corrected based on Raw Data (600);42,83;0,293;-0,004;0,018;0,152;-0,015;0,246;-0,016;0,017;0,211;-0,015;-0,016;0,225;-0,013;-0,022;0,355;-0,022;0,213;-0,016;-0,023;0,34;-0,019;-0,018;-0,016;-0,022;-0,023;-0,022;-0,022;-0,013;-0,022;-0,021;-0,013;-0,019;-0,018;0,216;-0,02;-0,022;-0,004;-0,022;0,209;-0,019;-0,022;-0,003;-0,017;0,008;0,36;0,044;-0,015;0,77;0,104;0,567;0,049;-0,012;0,701;0,135;-0,014;0,185;0,004;-0,007;0,344;-0,003;0,193;-0,015;-0,008;0,312;0,0006125;-0,016;-0,011;-0,017;-0,023;-0,009;-0,019;-0,006;-0,013;-0,014;0,017;0,021;-0,009;0,355;0,321;1,135;0,808;0,429;0,374;0,423;1,029;0,808;0,36;-0,006
Blank corrected based on Raw Data (600);43,00;0,297;0,002;0,019;0,153;-0,013;0,249;-0,015;0,02;0,232;-0,008;-0,011;0,223;-0,017;-0,02;0,353;-0,021;0,214;-0,01;-0,023;0,341;-0,019;-0,015;-0,016;-0,021;-0,024;-0,021;-0,022;-0,013;-0,021;-0,022;-0,006;-0,019;-0,018;0,213;-0,02;-0,022;-0,006;-0,019;0,207;-0,018;-0,021;-0,0000375;-0,016;0,01;0,385;0,061;-0,014;0,76;0,104;0,563;0,037;-0,012;0,7;0,14;-0,014;0,186;0,008;-0,003;0,335;-0,003;0,193;-0,012;-0,008;0,33;-0,003;-0,015;-0,009;-0,016;-0,022;-0,014;-0,017;-0,006;-0,009;-0,014;0,023;0,045;-0,009;0,352;0,313;1,142;0,805;0,404;0,374;0,417;1,051;0,8;0,312;-0,008
Blank corrected based on Raw Data (600);43,17;0,296;0,001;0,021;0,153;-0,012;0,251;-0,015;0,02;0,247;-0,007;-0,014;0,225;-0,016;-0,019;0,352;-0,021;0,214;-0,013;-0,022;0,342;-0,018;-0,014;-0,016;-0,021;-0,022;-0,021;-0,021;-0,012;-0,021;-0,02;-0,005;-0,016;-0,016;0,213;-0,019;-0,022;-0,006;-0,019;0,207;-0,017;-0,02;0,001;-0,015;0,003;0,386;0,064;-0,014;0,76;0,108;0,563;0,036;-0,01;0,704;0,152;-0,013;0,187;0,008;-0,002;0,335;-0,003;0,192;-0,012;-0,007;0,341;-0,001;-0,011;-0,008;-0,015;-0,022;-0,012;-0,019;-0,003;-0,008;-0,012;0,035;0,01;-0,008;0,356;0,313;1,13;0,8;0,422;0,374;0,421;1,032;0,797;0,359;-0,002
Blank corrected based on Raw Data (600);43,33;0,297;0,005;0,021;0,161;-0,011;0,248;-0,014;0,02;0,218;0,000675;-0,014;0,225;-0,017;-0,02;0,352;-0,021;0,214;-0,013;-0,021;0,338;-0,018;-0,016;-0,016;-0,021;-0,024;-0,021;-0,021;-0,012;-0,021;-0,021;-0,006;-0,018;-0,019;0,212;-0,018;-0,022;-0,007;-0,018;0,205;-0,018;-0,019;0,001;-0,017;0,019;0,387;0,114;-0,014;0,788;0,115;0,593;0,036;-0,011;0,712;0,139;-0,013;0,186;0,005;-0,002;0,333;-0,002;0,193;-0,013;-0,007;0,349;0,002;-0,011;-0,01;-0,017;-0,022;-0,015;-0,019;-0,007;-0,011;-0,013;0,013;0,095;-0,007;0,349;0,315;1,121;0,807;0,433;0,371;0,413;1,028;0,8;0,365;-0,003
Blank corrected based on Raw Data (600);43,50;0,3;0,003;0,02;0,161;-0,013;0,25;-0,015;0,02;0,229;-0,014;-0,014;0,224;-0,016;-0,021;0,349;-0,021;0,213;-0,014;-0,021;0,339;-0,019;-0,018;-0,017;-0,021;-0,022;-0,022;-0,022;-0,011;-0,021;-0,022;-0,007;-0,018;-0,018;0,21;-0,019;-0,022;-0,007;-0,018;0,204;-0,018;-0,021;0,000625;-0,017;0,003;0,388;0,08;-0,014;0,789;0,118;0,594;0,033;-0,012;0,712;0,149;-0,013;0,185;0,005;-0,002;0,329;-0,003;0,19;-0,013;-0,008;0,345;-0,003;-0,014;-0,011;-0,017;-0,022;-0,015;-0,015;-0,008;-0,013;-0,014;0,014;0,205;-0,008;0,344;0,315;1,108;0,827;0,439;0,371;0,411;1,03;0,793;0,341;-0,007
Blank corrected based on Raw Data (600);43,67;0,302;-0,00065;0,02;0,164;-0,014;0,253;-0,017;0,02;0,225;-0,005;-0,015;0,223;-0,013;-0,022;0,357;-0,022;0,212;-0,017;-0,023;0,34;-0,018;-0,017;-0,016;-0,021;-0,023;-0,02;-0,021;-0,012;-0,02;-0,022;-0,014;-0,018;-0,018;0,212;-0,019;-0,022;-0,006;-0,02;0,206;-0,019;-0,021;0,001;-0,015;0,026;0,354;0,034;-0,014;0,791;0,134;0,587;0,047;-0,011;0,708;0,147;-0,015;0,186;0,002;-0,005;0,333;-0,001;0,193;-0,015;-0,007;0,34;-0,003;-0,01;-0,011;-0,017;-0,022;-0,015;-0,017;-0,009;-0,014;-0,012;0,018;0,059;-0,006;0,348;0,318;1,129;0,815;0,467;0,374;0,419;1,034;0,814;0,407;-0,007
Blank corrected based on Raw Data (600);43,83;0,304;0,004;0,021;0,168;-0,012;0,254;-0,016;0,02;0,238;-0,007;-0,014;0,224;-0,016;-0,021;0,351;-0,022;0,213;-0,014;-0,022;0,335;-0,019;-0,017;-0,016;-0,021;-0,023;-0,021;-0,021;-0,012;-0,022;-0,022;-0,006;-0,019;-0,018;0,21;-0,019;-0,023;-0,008;-0,018;0,204;-0,017;-0,021;0,001;-0,018;0,009;0,378;0,078;-0,013;0,807;0,136;0,586;0,035;-0,012;0,714;0,149;-0,014;0,184;0,005;-0,000975;0,343;-0,002;0,19;-0,014;-0,008;0,357;-0,003;-0,009;-0,01;-0,014;-0,021;-0,015;-0,019;-0,009;-0,011;-0,013;0,014;0,333;-0,009;0,35;0,313;1,12;0,805;0,484;0,371;0,414;1,038;0,806;0,394;-0,001
Blank corrected based on Raw Data (600);44,00;0,305;0,003;0,02;0,167;-0,012;0,254;-0,016;0,021;0,235;-0,012;-0,017;0,222;-0,017;-0,021;0,35;-0,022;0,212;-0,014;-0,023;0,334;-0,02;-0,019;-0,017;-0,022;-0,024;-0,022;-0,021;-0,013;-0,022;-0,022;-0,007;-0,018;-0,019;0,209;-0,019;-0,023;-0,006;-0,018;0,203;-0,017;-0,02;0,002;-0,017;0,003;0,375;0,079;-0,014;0,786;0,142;0,582;0,036;-0,011;0,708;0,155;-0,014;0,184;0,005;-0,003;0,355;-0,002;0,191;-0,013;-0,008;0,377;-0,004;-0,017;-0,011;-0,017;-0,022;-0,015;-0,021;-0,009;-0,013;-0,013;0,013;0,05;-0,008;0,353;0,314;1,137;0,817;0,474;0,371;0,412;1,059;0,795;0,392;-0,006
Blank corrected based on Raw Data (600);44,17;0,309;0,003;0,021;0,168;-0,012;0,254;-0,015;0,02;0,242;-0,012;-0,014;0,223;-0,017;-0,021;0,347;-0,022;0,211;-0,015;-0,022;0,333;-0,019;-0,013;-0,017;-0,021;-0,023;-0,022;-0,022;-0,013;-0,022;-0,022;-0,007;-0,018;-0,013;0,208;-0,02;-0,023;-0,008;-0,019;0,201;-0,018;-0,021;0,001;-0,017;0,006;0,372;0,107;-0,014;0,788;0,144;0,578;0,035;-0,012;0,709;0,165;-0,014;0,183;0,005;-0,002;0,349;-0,001;0,19;-0,014;-0,006;0,364;-0,003;-0,012;-0,011;-0,018;-0,022;-0,016;-0,02;-0,009;-0,011;-0,013;0,015;0,225;-0,008;0,347;0,311;1,122;0,807;0,502;0,37;0,409;1,039;0,805;0,418;-0,002
Blank corrected based on Raw Data (600);44,33;0,307;0,003;0,022;0,173;-0,012;0,259;-0,015;0,02;0,24;-0,003;-0,015;0,224;-0,017;-0,021;0,35;-0,021;0,212;-0,015;-0,023;0,336;-0,019;-0,016;-0,017;-0,021;-0,023;-0,021;-0,022;-0,012;-0,022;-0,022;-0,008;-0,017;-0,018;0,209;-0,02;-0,021;-0,007;-0,019;0,202;-0,019;-0,02;0,002;-0,017;0,013;0,371;0,094;-0,013;0,794;0,155;0,578;0,036;-0,012;0,708;0,169;-0,013;0,183;0,005;-0,0009125;0,36;-0,002;0,192;-0,013;-0,006;0,386;-0,002;-0,012;-0,012;-0,017;-0,022;-0,015;-0,013;-0,009;-0,012;-0,014;0,013;0,301;0,002;0,344;0,312;1,13;0,808;0,527;0,37;0,411;1,057;0,792;0,414;-0,004
Blank corrected based on Raw Data (600);44,50;0,312;0,004;0,022;0,176;-0,011;0,262;-0,015;0,022;0,242;0,015;-0,013;0,225;-0,016;-0,021;0,348;-0,021;0,215;-0,014;-0,022;0,339;-0,018;-0,013;-0,016;-0,02;-0,023;-0,02;-0,02;-0,011;-0,021;-0,021;-0,006;-0,016;-0,016;0,208;-0,019;-0,021;-0,006;-0,019;0,203;-0,018;-0,02;0,003;-0,016;0,027;0,369;0,085;-0,013;0,794;0,163;0,574;0,036;-0,011;0,712;0,171;-0,013;0,185;0,004;-0,0004625;0,357;-0,001;0,191;-0,013;-0,007;0,383;-0,0007625;-0,008;-0,011;-0,016;-0,021;-0,015;-0,006;-0,008;-0,012;-0,013;0,014;0,086;0,094;0,345;0,315;1,129;0,808;0,534;0,37;0,415;1,055;0,795;0,451;-0,0009625
Blank corrected based on Raw Data (600);44,67;0,313;0,004;0,023;0,176;-0,012;0,263;-0,015;0,023;0,256;-0,004;-0,015;0,224;-0,015;-0,019;0,347;-0,02;0,213;-0,013;-0,021;0,333;-0,018;-0,017;-0,016;-0,021;-0,023;-0,02;-0,019;-0,01;-0,021;-0,021;-0,005;-0,016;-0,017;0,209;-0,019;-0,021;-0,004;-0,017;0,202;-0,017;-0,019;0,003;-0,015;0,01;0,368;0,088;-0,012;0,802;0,168;0,576;0,037;-0,01;0,709;0,176;-0,014;0,181;0,005;-0,0005375;0,354;0,0004625;0,191;-0,012;-0,006;0,372;-0,0007375;-0,011;-0,011;-0,017;-0,022;-0,015;-0,017;-0,008;-0,011;-0,012;0,016;0,115;-0,008;0,343;0,313;1,127;0,81;0,567;0,367;0,412;1,049;0,794;0,486;0,0002625
Blank corrected based on Raw Data (600);44,83;0,314;0,0005375;0,023;0,175;-0,012;0,264;-0,015;0,022;0,251;-0,007;-0,01;0,222;-0,016;-0,02;0,339;-0,02;0,211;-0,014;-0,022;0,334;-0,018;-0,014;-0,017;-0,021;-0,024;-0,021;-0,021;-0,012;-0,021;-0,021;-0,006;-0,017;-0,017;0,206;-0,019;-0,022;-0,003;-0,018;0,2;-0,016;-0,02;0,001;-0,016;0,01;0,364;0,08;-0,013;0,755;0,172;0,544;0,036;-0,01;0,699;0,182;-0,014;0,182;0,007;-0,001;0,376;-0,001;0,188;-0,014;-0,007;0,394;-0,0007625;-0,013;-0,011;-0,016;-0,022;-0,015;-0,019;-0,006;-0,008;-0,013;0,014;0,233;-0,009;0,344;0,309;1,129;0,8;0,556;0,366;0,417;1,064;0,783;0,472;-0,006
Blank corrected based on Raw Data (600);45,00;0,316;0,002;0,024;0,177;-0,012;0,267;-0,014;0,022;0,253;-0,002;-0,013;0,224;-0,015;-0,019;0,344;-0,021;0,214;-0,012;-0,022;0,334;-0,018;-0,014;-0,016;-0,021;-0,022;-0,021;-0,02;-0,011;-0,022;-0,021;-0,005;-0,016;-0,014;0,208;-0,019;-0,022;-0,004;-0,017;0,202;-0,017;-0,021;0,003;-0,016;0,003;0,361;0,112;-0,013;0,759;0,183;0,537;0,036;-0,009;0,697;0,192;-0,013;0,187;0,008;-0,00055;0,383;-0,001;0,19;-0,012;-0,006;0,434;0,00025;-0,008;-0,01;-0,015;-0,021;-0,013;-0,011;-0,003;-0,009;-0,013;0,016;0,181;0,004;0,352;0,309;1,124;0,795;0,571;0,375;0,419;1,071;0,793;0,493;-0,003
Blank corrected based on Raw Data (600);45,17;0,319;0,004;0,025;0,183;-0,011;0,265;-0,014;0,023;0,236;-0,008;-0,015;0,223;-0,015;-0,02;0,345;-0,017;0,211;-0,013;-0,021;0,332;-0,018;-0,016;-0,016;-0,021;-0,023;-0,021;-0,02;-0,011;-0,021;-0,021;-0,005;-0,016;-0,017;0,206;-0,019;-0,021;-0,006;-0,017;0,199;-0,017;-0,021;0,004;-0,016;0,004;0,363;0,097;-0,013;0,78;0,182;0,569;0,036;-0,009;0,706;0,191;-0,015;0,182;0,005;0,0001375;0,418;0,0001375;0,19;-0,013;-0,006;0,44;0,0002375;-0,016;-0,01;-0,017;-0,022;-0,015;-0,02;-0,008;-0,01;-0,013;0,015;0,253;-0,008;0,339;0,312;1,132;0,811;0,562;0,366;0,413;1,076;0,786;0,509;-0,005
Blank corrected based on Raw Data (600);45,33;0,321;0,004;0,026;0,186;-0,012;0,267;-0,015;0,023;0,244;-0,002;-0,011;0,223;-0,015;-0,02;0,345;-0,02;0,213;-0,014;-0,022;0,333;-0,018;-0,013;-0,017;-0,021;-0,023;-0,021;-0,02;-0,011;-0,021;-0,021;-0,007;-0,017;-0,018;0,207;-0,018;-0,022;-0,005;-0,018;0,2;-0,017;-0,019;0,003;-0,016;0,03;0,36;0,096;-0,012;0,79;0,209;0,567;0,035;-0,01;0,71;0,206;-0,014;0,186;0,005;0,000175;0,412;0,000875;0,19;-0,013;-0,006;0,471;0,001;-0,009;-0,012;-0,016;-0,022;-0,015;-0,019;-0,009;-0,011;-0,013;0,014;0,252;0,122;0,34;0,311;1,131;0,8;0,627;0,366;0,409;1,069;0,788;0,524;-0,000825
Blank corrected based on Raw Data (600);45,50;0,32;0,003;0,024;0,187;-0,01;0,27;-0,015;0,024;0,263;0,006;-0,012;0,225;-0,015;-0,021;0,345;-0,02;0,212;-0,013;-0,02;0,333;-0,017;-0,014;-0,016;-0,021;-0,023;-0,021;-0,02;-0,011;-0,02;-0,021;-0,006;-0,016;-0,018;0,205;-0,019;-0,021;-0,005;-0,017;0,199;-0,017;-0,019;0,004;-0,017;0,03;0,359;0,1;-0,012;0,784;0,204;0,561;0,037;-0,01;0,708;0,209;-0,014;0,182;0,004;-0,0002;0,394;0;0,19;-0,014;-0,006;0,467;0,001;-0,014;-0,012;-0,017;-0,022;-0,017;-0,019;-0,009;-0,011;-0,014;0,015;0,202;0,033;0,344;0,309;1,142;0,819;0,681;0,367;0,412;1,075;0,788;0,535;-0,007
Blank corrected based on Raw Data (600);45,67;0,323;-0,001;0,023;0,184;-0,013;0,272;-0,017;0,023;0,277;-0,002;-0,015;0,222;-0,017;-0,02;0,34;-0,022;0,212;-0,014;-0,023;0,33;-0,019;-0,016;-0,017;-0,022;-0,023;-0,022;-0,021;-0,013;-0,022;-0,021;-0,006;-0,017;-0,017;0,201;-0,02;-0,023;-0,005;-0,02;0,197;-0,018;-0,021;0,000525;-0,017;0,007;0,357;0,103;-0,014;0,755;0,219;0,53;0,035;-0,01;0,697;0,218;-0,015;0,179;0,007;-0,001;0,375;-0,001;0,189;-0,015;-0,007;0,458;-0,000575;-0,009;-0,013;-0,017;-0,023;-0,014;-0,017;-0,007;-0,01;-0,014;0,014;0,105;-0,011;0,342;0,309;1,142;0,834;0,634;0,363;0,412;1,07;0,781;0,538;-0,007
Blank corrected based on Raw Data (600);45,83;0,325;0,005;0,026;0,196;-0,011;0,27;-0,015;0,026;0,269;0,003;-0,012;0,227;-0,014;-0,02;0,346;-0,02;0,211;-0,013;-0,021;0,332;-0,018;-0,013;-0,014;-0,02;-0,023;-0,02;-0,018;-0,01;-0,02;-0,02;-0,005;-0,016;-0,013;0,205;-0,018;-0,021;-0,005;-0,017;0,199;-0,016;-0,018;0,004;-0,015;0,012;0,355;0,111;-0,011;0,789;0,24;0,56;0,039;-0,01;0,71;0,23;-0,013;0,187;0,006;0,001;0,367;0,002;0,19;-0,013;-0,003;0,413;0,003;-0,008;-0,011;-0,016;-0,021;-0,015;-0,012;-0,009;-0,011;-0,014;0,016;0,102;-0,007;0,345;0,313;1,138;0,798;0,665;0,373;0,407;1,081;0,789;0,571;-0,005
