Well;;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60
Raw Data (600);53,00;0,61;0,92;1,05;1,07;0,22;0,34;0,17;0,56;0,48;0,09;0,84;0,59;1,18;0,98;0,19;0,07;0,07;0,84;0,15;0,08;0,70;0,53;1,11;0,88;0,23;0,09;0,15;0,32;0,42;0,13;0,08;0,08;0,07;0,07;0,09;0,08;0,07;0,07;0,07;0,19;0,29;0,25;0,31;0,39;0,14;0,15;0,19;0,20;0,10;0,18;0,52;0,17;0,94;0,94;0,08;0,48;0,16;0,60;0,78;0,37
Raw Data (600);53,17;0,61;0,84;1,03;1,05;0,22;0,34;0,10;0,56;0,47;0,09;0,83;0,58;1,17;0,99;0,19;0,07;0,07;0,82;0,16;0,08;0,69;0,53;1,04;0,88;0,23;0,09;0,09;0,33;0,43;0,14;0,08;0,08;0,07;0,07;0,10;0,12;0,07;0,07;0,12;0,28;0,29;0,25;0,32;0,38;0,14;0,25;0,15;0,15;0,10;0,15;0,53;0,38;0,97;0,95;0,08;0,48;0,15;0,60;0,79;0,35
Raw Data (600);53,33;0,61;0,91;1,04;1,05;0,22;0,34;0,11;0,57;0,48;0,32;0,83;0,59;1,15;0,98;0,19;0,07;0,07;0,85;0,16;0,08;0,69;0,53;1,03;0,88;0,23;0,09;0,09;0,33;0,44;0,15;0,08;0,08;0,08;0,07;0,10;0,38;0,07;0,09;0,07;0,14;0,29;0,25;0,32;0,39;0,14;0,17;0,10;0,15;0,10;0,09;0,53;0,36;0,95;0,95;0,08;0,48;0,15;0,61;0,80;0,37
Raw Data (600);53,50;0,60;0,92;1,05;1,07;0,26;0,35;0,19;0,56;0,47;0,09;0,83;0,58;1,18;1,01;0,20;0,07;0,07;0,86;0,16;0,08;0,69;0,52;1,10;0,87;0,24;0,15;0,09;0,34;0,44;0,16;0,08;0,08;0,07;0,07;0,17;0,19;0,07;0,19;0,09;0,09;0,29;0,26;0,32;0,39;0,14;0,30;0,18;0,15;0,10;0,11;0,52;0,26;0,95;0,95;0,09;0,48;0,16;0,62;0,79;0,32
Raw Data (600);53,67;0,61;0,89;1,03;1,04;0,23;0,33;0,10;0,56;0,47;0,19;0,83;0,59;1,16;0,99;0,20;0,07;0,07;0,88;0,16;0,08;0,69;0,53;1,00;0,87;0,24;0,14;0,09;0,34;0,45;0,12;0,08;0,08;0,07;0,08;0,13;0,35;0,07;0,07;0,07;0,22;0,29;0,27;0,33;0,39;0,14;0,16;0,13;0,09;0,10;0,12;0,52;0,38;0,96;0,95;0,10;0,48;0,16;0,62;0,78;0,34
Raw Data (600);53,83;0,61;0,89;1,04;1,06;0,23;0,33;0,18;0,55;0,47;0,16;0,83;0,59;1,17;0,99;0,21;0,07;0,07;0,89;0,16;0,08;0,69;0,53;1,07;0,87;0,24;0,10;0,09;0,35;0,45;0,14;0,08;0,08;0,07;0,07;0,07;0,08;0,07;0,07;0,08;0,31;0,29;0,26;0,36;0,39;0,14;0,18;0,10;0,14;0,10;0,22;0,52;0,22;0,96;0,95;0,09;0,48;0,15;0,62;0,78;0,39
Raw Data (600);54,00;0,60;0,91;1,03;1,04;0,24;0,33;0,18;0,55;0,47;0,11;0,83;0,59;1,16;0,98;0,20;0,07;0,07;0,89;0,16;0,09;0,68;0,52;0,97;0,87;0,24;0,09;0,09;0,35;0,46;0,16;0,08;0,08;0,07;0,07;0,10;0,10;0,07;0,07;0,09;0,24;0,29;0,27;0,33;0,39;0,14;0,25;0,16;0,10;0,10;0,09;0,52;0,29;0,98;0,95;0,10;0,48;0,15;0,62;0,79;0,30
Raw Data (600);54,17;0,60;0,85;1,02;1,03;0,23;0,33;0,10;0,55;0,47;0,09;0,83;0,58;1,17;0,98;0,20;0,07;0,07;0,92;0,16;0,08;0,68;0,52;0,97;0,86;0,24;0,13;0,10;0,36;0,46;0,15;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,28;0,29;0,34;0,40;0,14;0,14;0,13;0,14;0,10;0,09;0,51;0,30;0,98;0,95;0,09;0,48;0,15;0,60;0,79;0,39
Raw Data (600);54,33;0,60;0,90;1,03;1,04;0,24;0,33;0,14;0,55;0,47;0,09;0,84;0,60;1,17;0,98;0,20;0,07;0,07;0,96;0,16;0,09;0,69;0,57;0,97;0,86;0,24;0,09;0,12;0,36;0,47;0,17;0,08;0,08;0,07;0,07;0,07;0,17;0,07;0,07;0,07;0,16;0,29;0,29;0,34;0,40;0,14;0,15;0,19;0,11;0,10;0,10;0,51;0,37;0,97;0,96;0,08;0,48;0,15;0,59;0,79;0,33
Raw Data (600);54,50;0,60;0,86;1,04;1,05;0,28;0,34;0,14;0,57;0,46;0,34;0,83;0,58;1,18;1,00;0,22;0,07;0,07;0,99;0,17;0,08;0,68;0,53;0,97;0,86;0,24;0,11;0,10;0,37;0,49;0,14;0,08;0,08;0,07;0,07;0,09;0,20;0,07;0,07;0,10;0,10;0,29;0,29;0,38;0,39;0,15;0,15;0,15;0,14;0,10;0,10;0,51;0,23;0,97;0,96;0,13;0,47;0,15;0,59;0,79;0,35
Raw Data (600);54,67;0,60;0,90;1,01;1,02;0,24;0,33;0,20;0,55;0,47;0,22;0,83;0,59;1,17;0,99;0,20;0,07;0,07;0,99;0,17;0,08;0,68;0,52;1,04;0,86;0,25;0,09;0,09;0,37;0,49;0,13;0,08;0,08;0,07;0,08;0,11;0,24;0,07;0,08;0,12;0,28;0,28;0,30;0,35;0,40;0,15;0,28;0,14;0,11;0,10;0,09;0,51;0,18;0,97;0,97;0,08;0,48;0,15;0,59;0,78;0,40
Raw Data (600);54,83;0,60;0,88;1,03;1,04;0,27;0,33;0,18;0,59;0,46;0,30;0,83;0,59;1,17;0,98;0,21;0,07;0,07;1,01;0,17;0,10;0,67;0,52;0,97;0,85;0,24;0,14;0,09;0,38;0,50;0,17;0,09;0,08;0,07;0,07;0,09;0,08;0,07;0,09;0,10;0,12;0,29;0,29;0,36;0,40;0,15;0,16;0,15;0,12;0,10;0,10;0,51;0,39;0,97;0,97;0,09;0,48;0,16;0,59;0,79;0,36
Raw Data (600);55,00;0,60;0,92;1,01;1,02;0,25;0,33;0,11;0,54;0,47;0,09;0,83;0,59;1,16;0,98;0,21;0,07;0,07;1,03;0,17;0,08;0,68;0,51;0,97;0,85;0,25;0,11;0,09;0,38;0,50;0,13;0,08;0,08;0,07;0,07;0,07;0,08;0,07;0,07;0,08;0,18;0,28;0,29;0,36;0,40;0,15;0,22;0,13;0,11;0,10;0,13;0,51;0,27;0,98;0,97;0,13;0,48;0,16;0,59;0,79;0,39
Raw Data (600);55,17;0,59;0,92;1,01;1,02;0,26;0,33;0,12;0,56;0,46;0,20;0,83;0,59;1,18;0,99;0,21;0,07;0,07;1,00;0,17;0,08;0,68;0,51;0,97;0,91;0,25;0,19;0,09;0,39;0,52;0,14;0,08;0,08;0,07;0,08;0,08;0,19;0,08;0,07;0,07;0,36;0,28;0,30;0,36;0,41;0,15;0,32;0,16;0,09;0,10;0,29;0,51;0,23;1,00;0,97;0,08;0,48;0,16;0,60;0,79;0,34
Raw Data (600);55,33;0,59;0,87;1,02;1,03;0,27;0,33;0,15;0,54;0,46;0,10;0,83;0,58;1,18;1,00;0,21;0,07;0,07;1,03;0,17;0,08;0,68;0,50;0,97;1,21;0,26;0,11;0,09;0,40;0,53;0,14;0,08;0,08;0,07;0,07;0,07;0,09;0,07;0,12;0,10;0,28;0,28;0,29;0,36;0,40;0,15;0,25;0,20;0,10;0,10;0,14;0,51;0,27;0,99;0,96;0,08;0,47;0,16;0,60;0,79;0,34
Raw Data (600);55,50;0,60;0,87;1,01;1,02;0,28;0,34;0,15;0,58;0,46;0,09;0,83;0,59;1,12;0,95;0,23;0,07;0,07;1,03;0,17;0,08;0,67;0,50;0,96;0,85;0,26;0,11;0,12;0,40;0,54;0,17;0,08;0,08;0,07;0,07;0,09;0,28;0,07;0,09;0,18;0,20;0,30;0,27;0,37;0,40;0,15;0,22;0,20;0,10;0,10;0,12;0,51;0,08;1,01;0,97;0,08;0,50;0,15;0,61;0,78;0,36
Raw Data (600);55,67;0,60;0,81;0,99;1,00;0,26;0,32;0,13;0,54;0,46;0,15;0,83;0,59;1,16;0,98;0,22;0,07;0,07;1,02;0,18;0,08;0,67;0,52;0,96;0,85;0,26;0,17;0,09;0,40;0,54;0,16;0,08;0,08;0,07;0,07;0,10;0,25;0,07;0,07;0,08;0,28;0,28;0,29;0,37;0,41;0,15;0,13;0,15;0,09;0,10;0,12;0,51;0,08;0,99;0,97;0,08;0,48;0,15;0,63;0,78;0,29
Raw Data (600);55,83;0,59;0,90;1,00;1,00;0,26;0,32;0,12;0,53;0,46;0,31;0,83;0,59;1,17;0,97;0,23;0,07;0,07;1,03;0,18;0,30;0,67;0,49;0,96;1,00;0,26;0,18;0,09;0,41;0,54;0,13;0,08;0,08;0,07;0,07;0,08;0,11;0,07;0,08;0,08;0,22;0,28;0,29;0,37;0,41;0,15;0,19;0,20;0,09;0,10;0,20;0,50;0,08;1,00;0,96;0,08;0,47;0,14;0,64;0,78;0,25
Raw Data (600);56,00;0,59;0,84;1,01;1,02;0,28;0,32;0,16;0,55;0,45;0,23;0,83;0,58;1,18;0,98;0,22;0,07;0,07;1,01;0,18;0,09;0,67;0,52;0,96;0,84;0,27;0,10;0,10;0,43;0,55;0,13;0,08;0,08;0,07;0,07;0,08;0,09;0,07;0,24;0,08;0,28;0,28;0,34;0,37;0,40;0,15;0,19;0,18;0,09;0,11;0,11;0,50;0,08;1,01;0,97;0,08;0,47;0,16;0,63;0,79;0,27
Raw Data (600);56,17;0,59;0,91;0,99;1,00;0,27;0,32;0,12;0,53;0,46;0,09;0,83;0,58;1,18;0,98;0,23;0,07;0,07;1,01;0,18;0,16;0,67;0,50;0,96;0,84;0,26;0,09;0,09;0,42;0,56;0,13;0,08;0,08;0,07;0,07;0,23;0,08;0,07;0,09;0,07;0,18;0,28;0,36;0,37;0,41;0,15;0,29;0,21;0,09;0,10;0,18;0,50;0,08;1,01;0,97;0,09;0,47;0,15;0,62;0,78;0,30
Raw Data (600);56,33;0,59;0,88;0,99;1,00;0,27;0,32;0,13;0,52;0,45;0,21;0,83;0,58;1,17;0,98;0,23;0,07;0,07;1,02;0,18;0,09;0,66;0,52;0,95;0,84;0,27;0,22;0,12;0,44;0,57;0,14;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,09;0,28;0,37;0,37;0,41;0,15;0,26;0,19;0,09;0,10;0,15;0,50;0,17;1,01;0,97;0,08;0,47;0,16;0,61;0,79;0,40
Raw Data (600);56,50;0,59;0,89;0,98;0,98;0,28;0,32;0,10;0,53;0,45;0,13;0,83;0,59;1,18;0,97;0,24;0,07;0,07;1,04;0,18;0,08;0,67;0,52;0,96;0,84;0,27;0,12;0,09;0,44;0,58;0,13;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,28;0,08;0,32;0,28;0,34;0,38;0,41;0,15;0,20;0,23;0,10;0,11;0,09;0,51;0,26;1,02;0,97;0,09;0,47;0,15;0,60;0,79;0,38
Raw Data (600);56,67;0,59;0,87;1,00;1,01;0,28;0,32;0,15;0,52;0,45;0,11;0,83;0,59;1,18;0,98;0,23;0,07;0,07;1,05;0,18;0,08;0,66;0,50;0,95;0,85;0,27;0,11;0,11;0,44;0,58;0,15;0,09;0,08;0,08;0,07;0,15;0,07;0,07;0,08;0,08;0,22;0,28;0,34;0,39;0,41;0,15;0,25;0,18;0,18;0,11;0,10;0,50;0,40;1,03;0,98;0,08;0,47;0,16;0,60;0,79;0,33
Raw Data (600);56,83;0,59;0,91;0,98;1,00;0,28;0,32;0,13;0,52;0,45;0,29;0,83;0,59;1,18;0,97;0,23;0,07;0,07;1,04;0,18;0,08;0,66;0,52;0,95;0,83;0,27;0,10;0,09;0,45;0,59;0,15;0,08;0,08;0,07;0,07;0,09;0,08;0,07;0,07;0,08;0,15;0,27;0,36;0,38;0,41;0,15;0,17;0,15;0,09;0,11;0,21;0,50;0,12;1,01;0,97;0,08;0,47;0,15;0,60;0,79;0,34
Raw Data (600);57,00;0,59;0,87;0,98;0,98;0,28;0,32;0,10;0,53;0,45;0,09;0,83;0,58;1,17;0,96;0,25;0,07;0,07;1,06;0,18;0,09;0,66;0,51;0,95;1,27;0,27;0,10;0,09;0,46;0,60;0,15;0,08;0,08;0,07;0,07;0,07;0,08;0,07;0,07;0,08;0,11;0,27;0,35;0,38;0,41;0,15;0,35;0,17;0,09;0,11;0,14;0,50;0,27;1,03;0,98;0,08;0,47;0,15;0,60;0,80;0,29
Raw Data (600);57,17;0,61;0,83;0,97;0,97;0,28;0,31;0,11;0,52;0,45;0,27;0,83;0,60;1,16;0,96;0,24;0,07;0,07;1,06;0,19;0,16;0,66;0,49;0,95;1,17;0,27;0,11;0,11;0,46;0,61;0,16;0,08;0,08;0,07;0,07;0,10;0,08;0,07;0,07;0,14;0,09;0,28;0,39;0,38;0,41;0,15;0,18;0,16;0,09;0,11;0,11;0,50;0,21;1,03;0,97;0,08;0,47;0,15;0,60;0,79;0,21
Raw Data (600);57,33;0,59;0,89;0,99;0,99;0,32;0,33;0,11;0,58;0,45;0,10;0,82;0,58;1,18;0,98;0,23;0,07;0,07;1,02;0,19;0,08;0,65;0,49;0,95;0,83;0,29;0,20;0,10;0,49;0,63;0,15;0,08;0,08;0,08;0,08;0,08;0,07;0,07;0,08;0,07;0,20;0,27;0,34;0,38;0,40;0,16;0,31;0,18;0,09;0,11;0,21;0,50;0,26;1,01;0,98;0,08;0,46;0,15;0,60;0,79;0,33
Raw Data (600);57,50;0,58;0,91;0,97;0,96;0,29;0,31;0,16;0,52;0,45;0,19;0,82;0,66;1,15;0,95;0,26;0,07;0,07;1,08;0,19;0,19;0,66;0,50;0,95;0,83;0,28;0,10;0,10;0,47;0,63;0,15;0,08;0,08;0,07;0,08;0,07;0,21;0,07;0,15;0,07;0,27;0,28;0,38;0,38;0,41;0,16;0,24;0,23;0,09;0,11;0,20;0,50;0,24;1,04;0,98;0,08;0,47;0,15;0,59;0,81;0,30
Raw Data (600);57,67;0,58;0,89;0,97;0,96;0,30;0,31;0,10;0,51;0,44;0,18;0,82;0,60;1,16;0,95;0,26;0,07;0,07;1,06;0,19;0,08;0,66;0,50;0,95;0,82;0,28;0,13;0,09;0,48;0,63;0,13;0,08;0,08;0,07;0,08;0,08;0,25;0,07;0,10;0,09;0,20;0,28;0,37;0,38;0,40;0,16;0,27;0,16;0,09;0,11;0,15;0,50;0,33;1,05;0,97;0,08;0,47;0,14;0,60;0,81;0,37
Raw Data (600);57,83;0,58;0,82;0,96;0,96;0,30;0,31;0,18;0,54;0,44;0,11;0,83;0,60;1,17;0,96;0,25;0,07;0,07;1,06;0,19;0,08;0,66;0,50;0,94;0,82;0,28;0,14;0,10;0,49;0,64;0,18;0,08;0,08;0,07;0,08;0,12;0,08;0,07;0,08;0,11;0,15;0,28;0,39;0,43;0,41;0,16;0,19;0,17;0,09;0,11;0,13;0,50;0,37;1,04;0,98;0,08;0,47;0,13;0,60;0,81;0,37
Raw Data (600);58,00;0,58;0,89;0,96;0,96;0,30;0,31;0,10;0,52;0,44;0,09;0,82;0,58;1,16;0,94;0,27;0,07;0,07;1,06;0,19;0,10;0,66;0,51;0,95;0,82;0,28;0,10;0,12;0,50;0,65;0,15;0,08;0,08;0,07;0,08;0,08;0,07;0,07;0,07;0,08;0,21;0,28;0,39;0,42;0,41;0,16;0,21;0,21;0,10;0,11;0,12;0,50;0,20;1,03;0,98;0,08;0,47;0,13;0,60;0,81;0,42
Raw Data (600);58,17;0,58;0,82;0,95;0,95;0,30;0,31;0,17;0,51;0,44;0,09;0,82;0,58;1,15;0,94;0,26;0,07;0,07;1,04;0,19;0,30;0,65;0,50;0,94;0,81;0,28;0,10;0,10;0,50;0,66;0,15;0,08;0,08;0,07;0,08;0,08;0,28;0,07;0,08;0,07;0,22;0,27;0,39;0,39;0,40;0,16;0,29;0,18;0,09;0,11;0,09;0,50;0,24;1,03;0,97;0,08;0,46;0,13;0,60;0,82;0,33
Raw Data (600);58,33;0,58;0,80;0,96;0,97;0,33;0,31;0,22;0,51;0,44;0,11;0,82;0,58;1,15;0,94;0,27;0,07;0,07;1,03;0,19;0,08;0,64;0,49;0,94;0,81;0,28;0,22;0,11;0,51;0,67;0,15;0,09;0,08;0,09;0,08;0,08;0,21;0,07;0,09;0,08;0,37;0,27;0,35;0,39;0,40;0,16;0,24;0,20;0,09;0,11;0,19;0,50;0,20;1,03;0,98;0,08;0,46;0,13;0,59;0,82;0,41
Raw Data (600);58,50;0,57;0,80;0,96;0,96;0,33;0,31;0,10;0,51;0,44;0,09;0,82;0,59;1,16;0,94;0,26;0,07;0,07;1,03;0,20;0,10;0,64;0,49;0,94;0,81;0,28;0,13;0,10;0,51;0,68;0,15;0,09;0,08;0,08;0,08;0,08;0,13;0,07;0,08;0,09;0,17;0,27;0,40;0,39;0,40;0,16;0,21;0,15;0,09;0,11;0,11;0,50;0,30;1,03;0,97;0,08;0,46;0,13;0,59;0,82;0,31
Raw Data (600);58,67;0,58;0,88;0,94;0,94;0,31;0,31;0,10;0,51;0,44;0,19;0,82;0,58;1,15;0,94;0,28;0,07;0,07;1,03;0,20;0,08;0,65;0,50;0,94;0,95;0,29;0,10;0,10;0,53;0,69;0,16;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,33;0,28;0,36;0,47;0,41;0,16;0,22;0,27;0,09;0,11;0,23;0,49;0,27;1,06;0,98;0,08;0,47;0,13;0,61;0,82;0,31
Raw Data (600);58,83;0,58;0,93;0,95;0,95;0,31;0,31;0,10;0,51;0,44;0,14;0,82;0,58;1,15;0,93;0,27;0,07;0,07;1,02;0,20;0,20;0,65;0,49;0,94;0,81;0,29;0,14;0,10;0,53;0,70;0,13;0,08;0,08;0,07;0,07;0,07;0,08;0,07;0,08;0,09;0,30;0,28;0,37;0,42;0,41;0,16;0,37;0,13;0,09;0,11;0,18;0,49;0,18;1,05;0,98;0,08;0,47;0,13;0,61;0,82;0,30
Raw Data (600);59,00;0,57;0,88;0,96;0,95;0,32;0,31;0,11;0,56;0,43;0,23;0,82;0,60;1,14;0,93;0,25;0,07;0,07;1,00;0,20;0,16;0,64;0,48;0,93;0,94;0,29;0,11;0,10;0,55;0,71;0,16;0,08;0,08;0,08;0,07;0,12;0,09;0,07;0,14;0,08;0,31;0,28;0,41;0,39;0,41;0,16;0,26;0,23;0,09;0,11;0,16;0,50;0,10;1,04;0,98;0,08;0,46;0,13;0,60;0,81;0,38
Raw Data (600);59,17;0,57;0,84;0,94;0,94;0,32;0,30;0,10;0,51;0,44;0,09;0,82;0,59;1,15;0,94;0,31;0,07;0,07;0,99;0,20;0,08;0,65;0,48;0,93;0,81;0,30;0,14;0,10;0,55;0,72;0,14;0,08;0,08;0,07;0,08;0,08;0,13;0,07;0,08;0,07;0,15;0,28;0,40;0,39;0,42;0,16;0,18;0,21;0,12;0,11;0,12;0,50;0,33;1,04;0,98;0,08;0,47;0,13;0,61;0,81;0,39
Raw Data (600);59,33;0,57;0,90;0,95;0,95;0,34;0,31;0,10;0,52;0,43;0,11;0,82;0,59;1,17;0,95;0,27;0,07;0,07;0,98;0,21;0,08;0,64;0,48;0,93;0,81;0,31;0,10;0,13;0,58;0,74;0,16;0,11;0,08;0,08;0,08;0,17;0,16;0,07;0,21;0,11;0,17;0,29;0,38;0,44;0,42;0,16;0,14;0,20;0,09;0,11;0,17;0,50;0,31;1,05;0,99;0,08;0,46;0,13;0,61;0,80;0,31
Raw Data (600);59,50;0,57;0,81;0,95;0,95;0,33;0,31;0,10;0,51;0,44;0,10;0,82;0,59;1,18;0,96;0,27;0,07;0,07;0,98;0,21;0,08;0,64;0,49;0,93;0,81;0,30;0,15;0,10;0,57;0,74;0,17;0,09;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,08;0,11;0,28;0,36;0,39;0,42;0,16;0,18;0,20;0,09;0,11;0,25;0,50;0,41;1,04;0,98;0,08;0,46;0,13;0,62;0,80;0,35
Raw Data (600);59,67;0,57;0,85;0,94;0,93;0,32;0,30;0,10;0,51;0,43;0,10;0,82;0,58;1,15;0,93;0,34;0,07;0,07;0,96;0,21;0,08;0,64;0,47;0,93;0,81;0,30;0,10;0,10;0,57;0,75;0,13;0,08;0,10;0,08;0,08;0,08;0,08;0,07;0,12;0,08;0,28;0,28;0,42;0,39;0,42;0,16;0,13;0,10;0,09;0,11;0,22;0,50;0,35;1,05;0,99;0,08;0,47;0,13;0,62;0,80;0,30
Raw Data (600);59,83;0,57;0,82;0,95;0,94;0,34;0,30;0,10;0,51;0,43;0,10;0,82;0,57;1,15;0,94;0,32;0,07;0,07;0,94;0,21;0,08;0,64;0,47;0,93;0,80;0,30;0,10;0,10;0,58;0,76;0,16;0,08;0,08;0,07;0,08;0,20;0,09;0,07;0,09;0,09;0,28;0,27;0,37;0,39;0,42;0,16;0,21;0,23;0,09;0,11;0,18;0,50;0,19;1,06;0,98;0,08;0,47;0,13;0,63;0,81;0,33
Raw Data (600);60,00;0,57;0,88;0,94;0,93;0,34;0,30;0,10;0,50;0,43;0,27;0,81;0,58;1,15;0,94;0,29;0,07;0,07;0,93;0,21;0,08;0,64;0,48;0,93;0,80;0,31;0,11;0,10;0,59;0,77;0,16;0,08;0,08;0,07;0,08;0,16;0,08;0,07;0,12;0,08;0,15;0,28;0,37;0,39;0,42;0,16;0,18;0,20;0,10;0,11;0,28;0,50;0,26;1,06;0,98;0,08;0,46;0,13;0,63;0,80;0,32
Raw Data (600);60,17;0,56;0,87;0,93;0,91;0,33;0,30;0,10;0,51;0,43;0,16;0,82;0,59;1,14;0,92;0,32;0,07;0,07;0,96;0,21;0,10;0,64;0,49;0,92;0,80;0,31;0,09;0,10;0,60;0,78;0,16;0,08;0,08;0,07;0,08;0,07;0,16;0,07;0,09;0,17;0,37;0,28;0,43;0,39;0,42;0,16;0,20;0,13;0,09;0,11;0,21;0,49;0,39;1,06;0,98;0,08;0,46;0,13;0,63;0,81;0,42
Raw Data (600);60,33;0,57;0,89;0,93;0,93;0,34;0,30;0,10;0,51;0,43;0,22;0,81;0,58;1,15;0,94;0,33;0,07;0,07;0,95;0,21;0,13;0,63;0,51;0,92;0,80;0,31;0,26;0,11;0,61;0,79;0,15;0,08;0,08;0,08;0,08;0,07;0,08;0,07;0,08;0,10;0,21;0,27;0,36;0,39;0,42;0,16;0,24;0,14;0,13;0,11;0,12;0,49;0,21;1,07;0,98;0,08;0,46;0,13;0,63;0,81;0,38
Raw Data (600);60,50;0,56;0,84;0,93;0,93;0,34;0,30;0,10;0,50;0,43;0,27;0,82;0,58;1,16;0,93;0,32;0,07;0,07;0,94;0,22;0,12;0,64;0,49;0,92;0,80;0,31;0,11;0,10;0,62;0,80;0,15;0,08;0,08;0,08;0,08;0,16;0,20;0,07;0,08;0,10;0,30;0,27;0,37;0,39;0,42;0,16;0,18;0,26;0,09;0,11;0,12;0,49;0,30;1,08;0,98;0,08;0,46;0,13;0,63;0,82;0,41
Raw Data (600);60,67;0,56;0,87;0,93;0,93;0,34;0,30;0,11;0,50;0,43;0,11;0,82;0,59;1,17;0,93;0,34;0,07;0,07;0,93;0,22;0,34;0,63;0,49;0,91;0,80;0,32;0,16;0,10;0,63;0,81;0,15;0,08;0,08;0,08;0,08;0,07;0,11;0,07;0,20;0,09;0,16;0,27;0,38;0,39;0,42;0,16;0,19;0,14;0,09;0,12;0,18;0,49;0,21;1,04;0,98;0,08;0,46;0,13;0,65;0,82;0,44
Raw Data (600);60,83;0,56;0,87;0,93;0,93;0,35;0,30;0,11;0,50;0,42;0,13;0,81;0,58;1,15;0,94;0,32;0,07;0,07;0,93;0,22;0,27;0,63;0,49;0,91;0,79;0,32;0,11;0,10;0,64;0,82;0,17;0,08;0,08;0,08;0,08;0,27;0,16;0,07;0,07;0,15;0,18;0,27;0,38;0,40;0,42;0,16;0,16;0,11;0,11;0,12;0,13;0,49;0,34;1,04;0,99;0,08;0,46;0,13;0,64;0,84;0,35
Raw Data (600);61,00;0,56;0,87;0,92;0,91;0,34;0,30;0,11;0,49;0,42;0,32;0,82;0,59;1,15;0,93;0,33;0,07;0,07;0,92;0,22;0,08;0,63;0,48;0,92;1,15;0,32;0,29;0,10;0,64;0,82;0,16;0,08;0,08;0,07;0,08;0,08;0,18;0,07;0,08;0,28;0,22;0,27;0,38;0,40;0,43;0,16;0,15;0,14;0,09;0,12;0,11;0,49;0,32;1,06;0,99;0,09;0,46;0,13;0,64;0,84;0,38
Raw Data (600);61,17;0,56;0,89;0,92;0,91;0,35;0,30;0,11;0,50;0,42;0,10;0,81;0,59;1,14;0,93;0,33;0,07;0,07;0,92;0,22;0,08;0,63;0,47;0,91;0,79;0,31;0,10;0,10;0,65;0,84;0,13;0,08;0,08;0,07;0,08;0,23;0,11;0,07;0,08;0,28;0,17;0,27;0,39;0,40;0,43;0,17;0,18;0,13;0,17;0,12;0,11;0,49;0,11;1,05;0,98;0,09;0,45;0,13;0,62;0,84;0,40
Raw Data (600);61,33;0,57;0,83;0,92;0,91;0,35;0,30;0,11;0,49;0,42;0,10;0,82;0,59;1,09;0,89;0,31;0,07;0,07;0,89;0,22;0,08;0,64;0,46;0,91;0,80;0,32;0,14;0,11;0,65;0,84;0,14;0,08;0,08;0,08;0,08;0,11;0,30;0,07;0,09;0,08;0,24;0,28;0,36;0,40;0,42;0,17;0,22;0,17;0,09;0,12;0,16;0,49;0,18;1,05;0,99;0,09;0,48;0,12;0,62;0,85;0,45
Raw Data (600);61,50;0,56;0,81;0,91;0,89;0,34;0,30;0,12;0,49;0,42;0,17;0,81;0,59;1,15;0,92;0,31;0,07;0,07;0,84;0,23;0,26;0,63;0,49;0,91;1,10;0,32;0,13;0,10;0,66;0,85;0,15;0,08;0,08;0,08;0,08;0,09;0,16;0,07;0,11;0,29;0,36;0,28;0,39;0,40;0,43;0,17;0,18;0,19;0,19;0,12;0,10;0,49;0,09;1,06;1,00;0,08;0,46;0,13;0,61;0,82;0,29
Raw Data (600);61,67;0,55;0,90;0,91;0,90;0,36;0,30;0,11;0,51;0,42;0,29;0,81;0,58;1,15;0,92;0,33;0,07;0,07;0,68;0,23;0,08;0,62;0,47;0,91;0,79;0,32;0,09;0,10;0,67;0,86;0,18;0,10;0,08;0,07;0,08;0,08;0,10;0,07;0,14;0,09;0,24;0,27;0,39;0,40;0,43;0,17;0,21;0,20;0,10;0,12;0,22;0,49;0,31;1,06;0,98;0,10;0,46;0,13;0,61;0,81;0,32
