Well;Time;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Blank B;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);32,17;-0,004;-0,005;0,578;1,526;0,965;0,887;0,039;0,232;0,447;0,848;0,014;;0,002;-0,005;1,008;0,344;0,995;0,288;0,002;0,049;0,148;0,727;0,00089;-0,007;-0,006;0,478;0,536;1,015;0,418;0,051;0,153;0,271;0,295;-0,006;0,015;-0,004;0,962;0,487;1,079;0,879;0,055;0,374;0,722;1,133;-0,006;-0,003;-0,007;0,554;0,287;0,737;0,639;0,008;0,3;0,555;0,893;0,01;0,023;-0,004;0,037;0,085;0,127;0,071;-0,003;0,027;0,074;0,133;-0,004
Blank corrected based on Raw Data (600);32,33;-0,003;-0,006;0,571;1,524;0,967;0,88;0,039;0,232;0,453;0,791;0,013;;0,001;-0,004;1,03;0,345;1,003;0,285;0,001;0,052;0,149;0,688;0,009;-0,007;-0,006;0,482;0,544;1,009;0,425;0,05;0,155;0,278;0,297;-0,005;0,015;-0,005;0,96;0,491;1,061;0,884;0,053;0,372;0,713;1,106;-0,007;-0,003;-0,007;0,553;0,285;0,73;0,636;0,007;0,299;0,561;0,872;-0,007;0,022;-0,004;0,038;0,085;0,127;0,069;-0,003;0,027;0,084;0,134;0,08
Blank corrected based on Raw Data (600);32,50;-0,004;-0,006;0,574;1,54;0,981;0,887;0,039;0,232;0,455;0,832;0,019;;0,002;-0,006;1,097;0,342;0,998;0,279;0,002;0,052;0,157;0,716;0,007;-0,006;-0,007;0,482;0,548;1,015;0,44;0,05;0,163;0,285;0,289;-0,006;0,032;-0,006;0,952;0,487;1,056;0,92;0,055;0,374;0,724;1,127;-0,005;-0,003;-0,006;0,561;0,284;0,741;0,637;0,007;0,299;0,566;0,881;-0,002;0,023;-0,004;0,043;0,087;0,127;0,073;-0,002;0,028;0,087;0,136;0,039
Blank corrected based on Raw Data (600);32,67;-0,004;-0,005;0,555;1,535;0,988;0,84;0,034;0,232;0,474;0,8;0,014;;0,003;-0,006;1,083;0,321;0,989;0,278;-0,003;0,053;0,163;0,719;0,008;-0,008;-0,007;0,485;0,534;0,996;0,454;0,038;0,17;0,308;0,298;-0,006;0,038;-0,005;0,949;0,511;1,041;0,849;0,047;0,373;0,686;1,141;-0,007;-0,004;-0,007;0,528;0,299;0,698;0,616;0,009;0,298;0,627;0,87;-0,007;0,025;-0,005;0,042;0,089;0,128;0,072;-0,003;0,028;0,118;0,135;-0,003
Blank corrected based on Raw Data (600);32,83;-0,003;-0,006;0,545;1,513;0,966;0,829;0,034;0,231;0,483;0,762;0,014;;0,002;-0,005;1,086;0,317;0,995;0,272;-0,003;0,051;0,165;0,698;0,008;-0,007;-0,008;0,499;0,507;0,999;0,461;0,041;0,172;0,307;0,294;-0,006;0,021;-0,005;0,954;0,525;1,026;0,879;0,047;0,372;0,683;1,107;-0,006;-0,003;-0,006;0,524;0,301;0,718;0,601;0,01;0,297;0,63;0,872;-0,006;0,029;-0,005;0,041;0,093;0,13;0,072;-0,003;0,028;0,125;0,137;0,01
Blank corrected based on Raw Data (600);33,00;-0,004;-0,006;0,539;1,508;0,952;0,822;0,035;0,233;0,488;0,769;0,017;;0,002;-0,006;1,084;0,315;0,988;0,27;-0,002;0,051;0,174;0,696;0,008;-0,007;-0,008;0,497;0,497;1,006;0,476;0,04;0,175;0,308;0,293;-0,007;0,021;-0,005;0,957;0,525;1,006;0,882;0,048;0,372;0,679;1,097;-0,006;-0,004;-0,007;0,523;0,299;0,705;0,59;0,011;0,296;0,632;0,865;-0,006;0,032;-0,004;0,043;0,096;0,132;0,073;-0,003;0,027;0,123;0,137;-0,003
Blank corrected based on Raw Data (600);33,17;-0,004;-0,006;0,542;1,511;0,942;0,825;0,034;0,232;0,489;0,801;0,014;;0,003;-0,005;1,08;0,31;0,977;0,266;-0,004;0,052;0,178;0,717;0,007;-0,007;-0,006;0,495;0,496;1,003;0,485;0,038;0,18;0,312;0,292;-0,006;0,022;-0,005;0,942;0,527;1,007;0,887;0,048;0,371;0,684;1,12;-0,006;-0,005;-0,006;0,53;0,296;0,697;0,59;0,012;0,296;0,629;0,87;-0,007;0,034;-0,006;0,041;0,094;0,135;0,076;-0,003;0,028;0,122;0,139;-0,002
Blank corrected based on Raw Data (600);33,33;-0,004;-0,004;0,54;1,539;0,937;0,876;0,041;0,231;0,478;0,775;0,019;;0,002;-0,004;1,12;0,325;0,978;0,263;0,001;0,054;0,18;0,712;0,009;-0,007;-0,007;0,498;0,513;1,015;0,499;0,049;0,173;0,303;0,31;-0,006;0,019;-0,005;0,942;0,496;1,025;0,877;0,056;0,371;0,721;1,092;-0,005;-0,003;-0,007;0,554;0,281;0,727;0,592;0,008;0,295;0,573;0,868;-0,007;0,027;-0,004;0,046;0,093;0,135;0,075;-0,002;0,029;0,094;0,14;-0,003
Blank corrected based on Raw Data (600);33,50;-0,003;-0,006;0,536;1,53;0,926;0,873;0,041;0,231;0,491;0,76;0,012;;0,002;-0,004;1,118;0,324;0,962;0,263;0,003;0,054;0,182;0,721;0,004;-0,007;-0,006;0,498;0,51;1,008;0,517;0,05;0,175;0,301;0,277;-0,006;0,024;-0,005;0,933;0,498;1,02;0,885;0,055;0,371;0,718;1,108;-0,005;-0,003;-0,006;0,549;0,281;0,731;0,608;0,008;0,296;0,572;0,877;-0,007;0,024;-0,005;0,046;0,096;0,135;0,076;-0,002;0,029;0,091;0,139;-0,002
Blank corrected based on Raw Data (600);33,67;-0,004;-0,006;0,529;1,524;0,92;0,83;0,035;0,23;0,516;0,795;0,017;;0,002;-0,006;1,07;0,303;0,962;0,261;-0,003;0,055;0,192;0,736;0,009;-0,007;-0,007;0,5;0,485;1,003;0,528;0,041;0,188;0,322;0,279;-0,006;0,032;-0,005;0,93;0,531;0,981;0,891;0,05;0,372;0,683;1,09;-0,004;-0,004;-0,006;0,525;0,297;0,687;0,588;0,01;0,295;0,64;0,854;-0,001;0,025;-0,005;0,039;0,095;0,141;0,078;-0,001;0,029;0,126;0,143;0,033
Blank corrected based on Raw Data (600);33,83;-0,004;-0,006;0,527;1,54;0,938;0,875;0,039;0,233;0,508;0,809;0,014;;0,003;-0,004;1,097;0,322;0,965;0,304;0,002;0,06;0,19;0,72;0,00054;-0,007;-0,007;0,488;0,507;1,01;0,57;0,049;0,183;0,344;0,314;-0,006;0,042;-0,006;0,921;0,495;0,989;0,876;0,054;0,377;0,723;1,137;-0,005;-0,003;-0,007;0,569;0,281;0,717;0,634;0,007;0,32;0,571;0,876;-0,006;0,022;-0,004;0,043;0,096;0,138;0,078;-0,004;0,029;0,097;0,15;0,024
Blank corrected based on Raw Data (600);34,00;-0,004;-0,006;0,528;1,519;0,917;0,867;0,039;0,229;0,509;0,794;0,004;;0,002;-0,006;1,087;0,317;0,959;0,259;0,002;0,058;0,197;0,71;0,007;-0,007;-0,007;0,499;0,506;1,009;0,57;0,05;0,184;0,32;0,288;-0,006;0,044;-0,005;0,918;0,495;0,966;0,889;0,058;0,374;0,707;1,11;-0,005;-0,003;-0,007;0,557;0,279;0,701;0,604;0,007;0,295;0,581;0,861;-0,008;0,017;-0,005;0,042;0,104;0,142;0,08;-0,003;0,031;0,096;0,147;0,065
Blank corrected based on Raw Data (600);34,17;-0,004;-0,006;0,518;1,51;0,901;0,823;0,035;0,229;0,535;0,822;0,018;;0,003;-0,006;1,053;0,3;0,954;0,256;-0,000913333;0,057;0,202;0,733;0,01;-0,008;-0,007;0,511;0,495;0,988;0,585;0,039;0,192;0,334;0,315;-0,006;0,038;-0,005;0,915;0,539;0,955;0,916;0,048;0,372;0,662;1,076;-0,006;-0,004;-0,006;0,526;0,293;0,684;0,577;0,011;0,294;0,645;0,878;-0,006;0,022;-0,005;0,037;0,098;0,141;0,08;-0,004;0,03;0,136;0,15;0,17
Blank corrected based on Raw Data (600);34,33;-0,004;-0,006;0,513;1,51;0,901;0,821;0,036;0,229;0,534;0,798;0,013;;0,002;-0,006;1,043;0,3;0,939;0,253;-0,000836667;0,058;0,206;0,689;0,006;-0,008;-0,007;0,517;0,497;0,983;0,595;0,04;0,201;0,34;0,312;-0,007;0,052;-0,005;0,908;0,536;0,956;0,892;0,05;0,373;0,66;1,088;-0,006;-0,004;-0,005;0,53;0,295;0,69;0,589;0,01;0,293;0,649;0,851;-0,007;0,024;-0,004;0,04;0,102;0,145;0,081;-0,004;0,03;0,134;0,154;0,092
Blank corrected based on Raw Data (600);34,50;-0,004;-0,005;0,518;1,524;0,891;0,823;0,036;0,228;0,533;0,797;0,012;;0,003;-0,006;1,025;0,299;0,941;0,25;-0,001;0,057;0,206;0,686;0,007;-0,007;-0,007;0,516;0,5;0,975;0,609;0,04;0,204;0,345;0,301;-0,007;0,043;-0,006;0,908;0,534;0,95;0,896;0,049;0,372;0,656;1,082;-0,003;-0,003;-0,006;0,522;0,295;0,689;0,57;0,01;0,293;0,656;0,868;-0,007;0,025;-0,005;0,038;0,102;0,147;0,082;-0,004;0,031;0,141;0,152;0,057
Blank corrected based on Raw Data (600);34,67;-0,004;-0,006;0,512;1,526;0,888;0,821;0,036;0,227;0,537;0,749;0,005;;0,003;-0,006;1,031;0,296;0,933;0,249;-0,002;0,059;0,21;0,695;0,002;-0,007;-0,006;0,518;0,489;0,964;0,615;0,039;0,209;0,348;0,297;-0,007;0,044;-0,006;0,894;0,537;0,942;0,951;0,046;0,372;0,654;1,088;-0,007;-0,003;-0,007;0,524;0,293;0,683;0,575;0,012;0,292;0,653;0,852;-0,007;0,034;-0,005;0,04;0,105;0,153;0,083;-0,004;0,031;0,138;0,154;-0,003
Blank corrected based on Raw Data (600);34,83;-0,004;-0,006;0,518;1,542;0,898;0,872;0,04;0,227;0,518;0,784;0,016;;0,003;-0,005;1,042;0,311;0,93;0,264;0,001;0,07;0,214;0,692;0,01;-0,007;-0,006;0,522;0,498;1,002;0,619;0,05;0,197;0,323;0,292;-0,006;0,053;-0,004;0,887;0,501;0,952;0,917;0,056;0,374;0,679;1,094;-0,005;-0,002;-0,006;0,559;0,278;0,703;0,613;0,007;0,293;0,588;0,904;0,055;0,027;-0,004;0,042;0,104;0,15;0,085;-0,004;0,031;0,101;0,153;0,051
Blank corrected based on Raw Data (600);35,00;-0,004;-0,006;0,513;1,522;0,889;0,865;0,039;0,229;0,52;0,831;0,02;;0,002;-0,005;1,019;0,306;0,929;0,247;0,000283333;0,065;0,218;0,692;0,01;-0,008;-0,007;0,526;0,494;0,99;0,622;0,049;0,201;0,333;0,322;-0,006;0,044;-0,006;0,891;0,501;0,947;0,909;0,057;0,373;0,676;1,09;-0,006;-0,004;-0,006;0,552;0,276;0,702;0,582;0,007;0,292;0,588;0,864;-0,006;0,023;-0,004;0,043;0,104;0,156;0,086;-0,004;0,033;0,106;0,155;0,164
Blank corrected based on Raw Data (600);35,17;-0,004;-0,005;0,517;1,533;0,885;0,869;0,041;0,226;0,52;0,758;0,019;;0,003;-0,005;1,019;0,305;0,92;0,245;0,002;0,066;0,215;0,709;0,011;-0,007;-0,008;0,529;0,488;0,989;0,629;0,049;0,205;0,337;0,303;-0,006;0,043;-0,006;0,881;0,502;0,941;0,922;0,057;0,373;0,673;1,08;-0,005;-0,003;-0,007;0,554;0,277;0,692;0,587;0,007;0,29;0,59;0,861;-0,006;0,017;-0,005;0,042;0,107;0,156;0,087;-0,004;0,032;0,104;0,15;0,233
Blank corrected based on Raw Data (600);35,33;-0,004;-0,006;0,5;1,51;0,857;0,812;0,037;0,227;0,541;0,763;0,019;;0,004;-0,006;0,991;0,286;0,915;0,242;-0,002;0,061;0,225;0,686;0,011;-0,008;-0,007;0,544;0,483;0,945;0,635;0,039;0,219;0,362;0,3;-0,007;0,028;-0,006;0,895;0,549;0,919;0,908;0,048;0,372;0,625;1,072;-0,003;-0,004;-0,007;0,52;0,293;0,668;0,541;0,011;0,29;0,655;1,053;-0,007;0,025;-0,005;0,041;0,109;0,162;0,086;-0,005;0,031;0,146;0,158;0,174
Blank corrected based on Raw Data (600);35,50;-0,004;-0,006;0,506;1,502;0,859;0,811;0,035;0,226;0,537;0,814;0,015;;0,003;-0,005;0,985;0,285;0,911;0,243;-0,003;0,063;0,225;0,676;0,004;-0,007;-0,006;0,546;0,496;0,949;0,641;0,04;0,222;0,365;0,345;-0,006;0,033;-0,006;0,881;0,545;0,91;0,931;0,047;0,372;0,621;1,088;-0,006;-0,004;-0,006;0,525;0,291;0,658;0,562;0,011;0,29;0,657;0,87;0,02;0,022;-0,006;0,045;0,109;0,163;0,088;-0,004;0,033;0,138;0,157;0,04
Blank corrected based on Raw Data (600);35,67;-0,004;-0,006;0,507;1,527;0,859;0,854;0,041;0,227;0,52;0,788;0,014;;0,003;-0,005;0,999;0,302;0,905;0,241;0,003;0,063;0,221;0,695;0,007;-0,007;-0,007;0,533;0,479;0,96;0,639;0,049;0,218;0,361;0,366;-0,005;0,034;-0,005;0,878;0,507;0,924;0,908;0,056;0,374;0,643;1,127;-0,006;-0,003;-0,005;0,563;0,278;0,679;0,57;0,006;0,289;0,597;0,873;-0,007;0,017;-0,004;0,048;0,108;0,166;0,089;-0,004;0,035;0,11;0,16;0,159
Blank corrected based on Raw Data (600);35,83;-0,005;-0,006;0,504;1,512;0,842;0,81;0,036;0,226;0,536;0,756;0,008;;0,004;-0,006;0,98;0,281;0,899;0,239;-0,002;0,063;0,226;0,674;0,004;-0,006;-0,007;0,535;0,484;0,926;0,649;0,038;0,23;0,372;0,306;-0,007;0,03;-0,006;0,868;0,551;0,905;0,943;0,047;0,371;0,611;1,088;-0,006;-0,005;-0,007;0,523;0,29;0,647;0,566;0,012;0,288;0,655;0,866;-0,008;0,023;-0,004;0,041;0,111;0,176;0,09;-0,004;0,033;0,143;0,165;0,007
Blank corrected based on Raw Data (600);36,00;-0,005;-0,006;0,501;1,504;0,847;0,812;0,036;0,226;0,537;0,784;0,02;;0,002;-0,005;0,968;0,275;0,895;0,239;-0,002;0,062;0,229;0,666;0,011;-0,007;-0,007;0,554;0,489;0,928;0,656;0,038;0,234;0,376;0,354;-0,005;0,023;-0,006;0,881;0,554;0,9;0,925;0,047;0,373;0,609;1,069;-0,007;-0,003;-0,007;0,518;0,288;0,646;0,531;0,011;0,289;0,674;0,846;-0,007;0,023;-0,006;0,045;0,118;0,168;0,087;-0,004;0,034;0,142;0,164;-0,003
Blank corrected based on Raw Data (600);36,17;-0,004;-0,006;0,509;1,531;0,843;0,856;0,043;0,225;0,517;0,747;0,015;;0,003;-0,005;0,982;0,292;0,895;0,237;0,000586667;0,063;0,225;0,679;0,01;-0,006;-0,007;0,553;0,489;0,951;0,668;0,051;0,228;0,367;0,285;-0,006;0,026;-0,006;0,875;0,511;0,899;0,944;0,059;0,373;0,644;1,075;-0,006;-0,002;-0,006;0,554;0,277;0,657;0,535;0,007;0,288;0,6;0,855;-0,007;0,019;-0,004;0,048;0,112;0,175;0,091;-0,005;0,035;0,106;0,158;0,032
Blank corrected based on Raw Data (600);36,33;-0,005;-0,007;0,507;1,52;0,839;0,809;0,036;0,225;0,534;0,797;0,02;;0,002;-0,007;0,962;0,278;0,884;0,241;-0,004;0,067;0,229;0,658;0,01;-0,008;-0,006;0,565;0,502;0,928;0,668;0,038;0,242;0,386;0,34;-0,006;0,049;-0,006;0,854;0,551;0,895;0,919;0,047;0,375;0,608;1,071;-0,006;-0,003;-0,006;0,533;0,291;0,646;0,569;0,011;0,29;0,665;0,858;-0,007;0,027;-0,004;0,042;0,129;0,174;0,093;-0,003;0,035;0,142;0,155;0,001
Blank corrected based on Raw Data (600);36,50;-0,005;-0,006;0,509;1,487;0,829;0,805;0,033;0,225;0,535;0,773;0,018;;0,002;-0,006;0,963;0,278;0,883;0,237;-0,002;0,071;0,227;0,663;0,008;-0,007;-0,007;0,569;0,493;0,921;0,666;0,039;0,245;0,386;0,363;-0,007;0,051;-0,006;0,854;0,553;0,889;0,928;0,045;0,375;0,602;1,066;-0,006;-0,003;-0,007;0,518;0,291;0,64;0,584;0,01;0,287;0,666;0,858;-0,008;0,033;-0,004;0,043;0,116;0,179;0,094;-0,004;0,034;0,175;0,163;-0,002
Blank corrected based on Raw Data (600);36,67;-0,005;-0,006;0,495;1,486;0,821;0,8;0,036;0,224;0,541;0,749;0,018;;0,003;-0,006;0,954;0,274;0,879;0,234;-0,002;0,07;0,231;0,645;0,009;-0,007;-0,007;0,563;0,492;0,908;0,678;0,04;0,247;0,394;0,311;-0,006;0,033;-0,006;0,865;0,557;0,878;0,918;0,044;0,372;0,595;1,06;-0,005;-0,004;-0,006;0,511;0,289;0,637;0,533;0,013;0,288;0,697;0,849;-0,007;0,033;-0,004;0,044;0,117;0,182;0,095;-0,003;0,035;0,148;0,166;-0,002
Blank corrected based on Raw Data (600);36,83;-0,002;-0,007;0,502;1,498;0,825;0,797;0,035;0,224;0,535;0,772;0,022;;0,003;-0,006;0,948;0,274;0,874;0,233;-0,003;0,066;0,23;0,655;0,009;-0,008;-0,007;0,58;0,491;0,899;0,688;0,04;0,253;0,399;0,353;-0,006;0,035;-0,006;0,878;0,555;0,878;0,913;0,046;0,374;0,595;1,053;-0,005;-0,004;-0,007;0,51;0,29;0,634;0,529;0,012;0,287;0,691;0,853;-0,007;0,026;-0,005;0,044;0,117;0,186;0,096;-0,004;0,036;0,142;0,161;0,002
Blank corrected based on Raw Data (600);37,00;-0,002;-0,005;0,509;1,517;0,828;0,839;0,04;0,225;0,519;0,781;0,019;;0,003;-0,005;0,971;0,288;0,869;0,232;0,000803333;0,072;0,227;0,669;0,01;-0,008;-0,008;0,584;0,488;0,935;0,693;0,048;0,244;0,386;0,342;-0,005;0,033;-0,006;0,887;0,517;0,876;0,911;0,053;0,374;0,627;1,067;-0,006;-0,002;-0,006;0,552;0,274;0,665;0,549;0,007;0,287;0,627;0,848;-0,007;0,018;-0,005;0,05;0,119;0,206;0,095;-0,004;0,036;0,112;0,166;0,213
Blank corrected based on Raw Data (600);37,17;-0,003;-0,007;0,503;1,493;0,827;0,8;0,035;0,225;0,534;0,79;-0,005;;0,002;-0,005;0,95;0,273;0,865;0,234;-0,003;0,072;0,232;0,667;0,002;-0,007;-0,007;0,584;0,489;0,896;0,709;0,039;0,265;0,406;0,351;-0,006;0,052;-0,006;0,871;0,551;0,858;0,951;0,046;0,375;0,595;1,085;-0,006;-0,004;-0,006;0,528;0,29;0,622;0,572;0,01;0,286;0,696;0,845;-0,007;0,02;-0,005;0,046;0,121;0,214;0,096;-0,004;0,036;0,146;0,164;0,135
Blank corrected based on Raw Data (600);37,33;-0,008;-0,006;0,514;1,497;0,807;0,836;0,04;0,225;0,519;0,778;-0,005;;0,002;-0,004;0,968;0,286;0,861;0,235;-0,00062;0,082;0,232;0,657;0,012;-0,007;-0,007;0,581;0,495;0,926;0,722;0,049;0,254;0,398;0,358;-0,005;0,051;-0,006;0,88;0,515;0,856;0,901;0,053;0,375;0,62;1,07;-0,006;-0,003;-0,007;0,558;0,273;0,653;0,579;0,007;0,288;0,635;0,851;-0,007;0,022;-0,004;0,051;0,188;0,219;0,098;-0,004;0,037;0,114;0,164;0,094
Blank corrected based on Raw Data (600);37,50;-0,006;-0,007;0,501;1,505;0,796;0,795;0,037;0,225;0,533;0,778;-0,003;;0,003;-0,005;0,928;0,268;0,853;0,229;-0,002;0,075;0,239;0,656;0,007;-0,007;-0,007;0,576;0,5;0,882;0,74;0,04;0,269;0,416;0,356;-0,007;0,038;-0,006;0,878;0,556;0,847;0,91;0,047;0,374;0,589;1,055;-0,006;-0,004;-0,006;0,497;0,287;0,613;0,53;0,012;0,285;0,72;0,843;-0,007;0,025;-0,006;0,046;0,123;0,229;0,098;-0,004;0,036;0,146;0,165;0,18
Blank corrected based on Raw Data (600);37,67;-0,006;-0,006;0,504;1,491;0,81;0,799;0,036;0,224;0,532;0,775;-0,004;;0,003;-0,006;0,924;0,267;0,844;0,234;-0,003;0,08;0,24;0,653;0,011;-0,007;-0,007;0,594;0,489;0,885;0,746;0,04;0,272;0,42;0,395;-0,005;0,045;-0,007;0,874;0,556;0,842;0,914;0,045;0,376;0,59;1,063;-0,006;-0,003;-0,006;0,487;0,286;0,622;0,547;0,013;0,286;0,707;0,848;-0,007;0,023;-0,005;0,048;0,122;0,235;0,1;-0,004;0,037;0,15;0,168;-0,002
Blank corrected based on Raw Data (600);37,83;-0,007;-0,006;0,508;1,494;0,812;0,798;0,036;0,223;0,533;0,789;-0,003;;0,003;-0,006;0,929;0,267;0,843;0,237;-0,002;0,085;0,242;0,65;0,009;-0,007;-0,006;0,59;0,489;0,877;0,753;0,04;0,279;0,427;0,382;-0,007;0,049;-0,006;0,867;0,556;0,833;0,914;0,046;0,376;0,592;1,068;-0,006;-0,004;-0,006;0,512;0,286;0,628;0,551;0,011;0,286;0,7;0,849;-0,007;0,021;-0,005;0,047;0,124;0,24;0,101;-0,004;0,036;0,142;0,169;0,113
Blank corrected based on Raw Data (600);38,00;-0,006;-0,006;0,508;1,499;0,792;0,803;0,037;0,223;0,533;0,761;-0,004;;0,003;-0,005;0,925;0,264;0,837;0,229;-0,003;0,081;0,241;0,65;0,00069;-0,007;-0,007;0,588;0,49;0,875;0,763;0,041;0,282;0,428;0,358;-0,005;0,044;-0,006;0,877;0,559;0,827;0,902;0,046;0,375;0,589;1,081;-0,006;-0,003;-0,006;0,51;0,286;0,609;0,566;0,012;0,286;0,703;0,845;-0,007;0,021;-0,005;0,05;0,125;0,247;0,101;-0,004;0,036;0,15;0,169;0,005
Blank corrected based on Raw Data (600);38,17;-0,006;-0,006;0,508;1,519;0,801;0,839;0,04;0,223;0,52;0,792;-0,005;;0,003;-0,005;0,944;0,28;0,835;0,226;-0,000243333;0,092;0,242;0,667;0,009;-0,007;-0,008;0,555;0,491;0,904;0,775;0,051;0,269;0,426;0,345;-0,006;0,046;-0,006;0,868;0,517;0,827;0,963;0,055;0,376;0,619;1,081;-0,007;-0,002;-0,006;0,56;0,273;0,624;0,58;0,007;0,284;0,632;0,844;-0,006;0,016;-0,004;0,052;0,13;0,248;0,103;-0,005;0,038;0,123;0,164;0,003
Blank corrected based on Raw Data (600);38,33;-0,005;-0,007;0,5;1,496;0,789;0,795;0,036;0,224;0,535;0,786;-0,003;;0,003;-0,006;0,923;0,263;0,831;0,224;-0,003;0,08;0,244;0,645;0,009;-0,007;-0,007;0,575;0,496;0,862;0,775;0,039;0,292;0,442;0,383;-0,006;0,041;-0,006;0,883;0,56;0,807;0,886;0,046;0,376;0,588;1,066;-0,007;-0,003;-0,006;0,491;0,284;0,62;0,547;0,011;0,284;0,702;0,846;-0,006;0,022;-0,004;0,051;0,128;0,253;0,104;-0,004;0,037;0,155;0,168;-0,00011
Blank corrected based on Raw Data (600);38,50;-0,006;-0,006;0,501;1,483;0,778;0,796;0,036;0,222;0,535;0,752;-0,003;;0,003;-0,006;0,927;0,265;0,828;0,235;-0,002;0,089;0,244;0,64;0,009;-0,008;-0,007;0,607;0,486;0,853;0,783;0,039;0,296;0,446;0,417;-0,006;0,045;-0,006;0,87;0,557;0,793;0,916;0,046;0,376;0,588;1,052;-0,005;-0,003;-0,006;0,506;0,286;0,597;0,589;0,011;0,284;0,704;0,852;-0,007;0,021;-0,005;0,05;0,129;0,251;0,103;-0,005;0,038;0,159;0,172;0,02
Blank corrected based on Raw Data (600);38,67;-0,007;-0,006;0,514;1,51;0,789;0,84;0,04;0,224;0,524;0,754;-0,005;;0,003;-0,005;0,941;0,279;0,827;0,235;-0,000173333;0,106;0,244;0,643;0,012;-0,007;-0,008;0,603;0,489;0,891;0,791;0,048;0,289;0,442;0,428;-0,006;0,047;-0,006;0,88;0,518;0,798;0,896;0,056;0,376;0,627;1,062;-0,004;-0,003;-0,006;0,56;0,27;0,629;0,606;0,007;0,284;0,645;0,838;-0,006;0,017;-0,004;0,056;0,129;0,255;0,107;-0,005;0,04;0,121;0,172;0,116
Blank corrected based on Raw Data (600);38,83;-0,007;-0,006;0,515;1,499;0,783;0,845;0,041;0,223;0,523;0,763;-0,005;;0,002;-0,004;0,947;0,279;0,834;0,234;0,00043;0,109;0,248;0,648;0,009;-0,006;-0,008;0,596;0,498;0,891;0,777;0,048;0,292;0,441;0,348;-0,006;0,046;-0,007;0,882;0,519;0,807;0,898;0,055;0,377;0,623;1,062;-0,005;-0,002;-0,007;0,549;0,269;0,629;0,601;0,008;0,284;0,641;0,838;-0,007;0,018;-0,004;0,061;0,133;0,256;0,107;-0,004;0,04;0,124;0,17;0,107
Blank corrected based on Raw Data (600);39,00;-0,007;-0,006;0,503;1,494;0,782;0,8;0,037;0,222;0,535;0,727;-0,004;;0,003;-0,006;0,909;0,261;0,815;0,227;-0,002;0,092;0,249;0,63;0,008;-0,008;-0,009;0,626;0,485;0,842;0,785;0,039;0,309;0,457;0,365;-0,006;0,042;-0,006;0,888;0,559;0,777;0,906;0,048;0,377;0,587;1,049;-0,006;-0,003;-0,006;0,493;0,282;0,602;0,579;0,011;0,283;0,705;0,829;-0,007;0,022;-0,005;0,053;0,136;0,258;0,109;-0,004;0,039;0,162;0,171;0,122
Blank corrected based on Raw Data (600);39,17;-0,007;-0,007;0,506;1,476;0,775;0,795;0,038;0,221;0,537;0,766;-0,004;;0,003;-0,005;0,914;0,261;0,813;0,225;-0,002;0,095;0,253;0,633;0,007;-0,007;-0,008;0,631;0,486;0,84;0,646;0,04;0,314;0,462;0,388;-0,007;0,04;-0,006;0,895;0,556;0,771;0,915;0,047;0,377;0,582;1,048;-0,002;-0,002;-0,007;0,48;0,283;0,596;0,574;0,011;0,283;0,708;0,846;-0,007;-0,003;-0,005;0,051;0,133;0,263;0,108;-0,003;0,04;0,164;0,167;0,044
Blank corrected based on Raw Data (600);39,33;-0,007;-0,006;0,975;1,487;0,763;0,797;0,037;0,222;0,536;0,748;-0,003;;0,002;-0,007;0,907;0,259;0,807;0,232;-0,004;0,098;0,253;0,634;0,01;-0,008;-0,008;0,619;0,487;0,834;0,833;0,038;0,319;0,468;0,377;-0,006;0,031;-0,007;0,89;0,558;0,766;0,907;0,048;0,376;0,59;1,042;-0,007;-0,004;-0,008;0,478;0,283;0,594;0,581;0,012;0,282;0,708;0,84;-0,007;-0,004;-0,005;0,051;0,135;0,262;0,108;-0,004;0,039;0,168;0,175;0,063
